time,J_max,J_min,Jbar_max,Jbar_min,center_pressure,edge_ux,mass,mass_reaction,outflow_gradient,platen_max,platen_min,solid_fraction_max,solid_fraction_min,stability_max,stability_min,top_reaction
0,0.99998301698302,0.99998301698302,0.9999817959818,0.9999817959818,4.7952047952048e-05,2.4841824841825e-05,0.01,0,0,-4.1824841824842e-06,-4.1824841824842e-06,0.89999890108024,0.89999890108024,2.5,2.5,0
0.0002,0.99998290191658,0.99996987135071,0.99998553355102,0.99998167264261,4.8276941407951e-05,2.4558445549838e-05,0.0099999409036101,-0.00029548194926594,0.00012888155098642,-4.2108221116826e-06,-4.2108221116826e-06,0.90001409640499,0.89999889363451,2.5,2.5,-0.00010000000000002
0.0004,0.99998285639999,0.99996947437061,0.99998558889933,0.99998162385359,4.8405458847459e-05,2.4446349783165e-05,0.0099999175269721,-0.00011688319004011,0.00010111725255436,-4.2220316883501e-06,-4.2220316883501e-06,0.90001450351857,0.89999889068922,2.5,2.5,-0.0001
0.0006,0.9999828197041,0.99996922340614,0.99998561305215,0.99998158451942,4.8509070783621e-05,2.4355977149913e-05,0.0099998986805126,-9.4232297793056e-05,8.48632782249e-05,-4.2310689516755e-06,-4.2310689516755e-06,0.9000147511354,0.8999988883147,2.5,2.5,-0.00010000000000001
0.0008,0.99998278836288,0.99996904620156,0.99998562267641,0.99998155092491,4.8597563645639e-05,2.4278791709137e-05,0.0099998825841321,-8.0481902303792e-05,7.4276433344883e-05,-4.2387874957529e-06,-4.2387874957529e-06,0.90001491928918,0.89999888628666,2.5,2.5,-0.00010000000000001
0.001,0.99998276061274,0.99996891069651,0.99998562485839,0.99998152117947,4.8675917324739e-05,2.4210449869329e-05,0.0099998683320116,-7.1260602633311e-05,6.6801066887748e-05,-4.2456216765891e-06,-4.2456216813438e-06,0.90001504321333,0.89999888449093,2.5,2.5,-9.9999999998289e-05
0.0012,0.99998273545558,0.9999688010981,0.99998562291222,0.9999814942137,4.8746949175194e-05,2.4148494308976e-05,0.0099998554116946,-6.4601585417758e-05,6.1199397508518e-05,-4.2518172336812e-06,-4.2518172381755e-06,0.90001514010504,0.89999888286309,2.5,2.5,-9.9999999999883e-05
0.0014,0.9999827122752,0.99996870885064,0.9999856185296,0.99998146936676,4.8812399607743e-05,2.4091406959633e-05,0.0099998435066041,-5.952545342977e-05,5.6813310436079e-05,-4.2575259688867e-06,-4.2575259722953e-06,0.90001521918726,0.89999888136315,2.5,2.5,-9.9999999991884e-05
0.0016,0.99998269066314,0.99996862892558,0.9999856126417,0.99998144620094,4.8873421812138e-05,2.4038182052608e-05,0.0099998324069935,-5.5498052372733e-05,5.3263549503413e-05,-4.2628484599226e-06,-4.2628484627149e-06,0.90001528582403,0.89999887996468,2.5,2.5,-9.9999999996445e-05
0.0018,0.99998267033362,0.999968558161,0.99998560579435,0.99998142440985,4.8930822730322e-05,2.3988115674203e-05,0.0099998219660673,-5.2204631386691e-05,5.0316404951627e-05,-4.2678550975058e-06,-4.2678551007799e-06,0.90001534335242,0.8999988786492,2.5,2.5,-9.9999999996068e-05
0.002,0.9999826510778,0.99996849445642,0.99998559832412,0.99998140376963,4.8985192135211e-05,2.3940693482185e-05,0.0099998120765646,-4.9447513892045e-05,4.7819728933688e-05,-4.2725973161332e-06,-4.272597319938e-06,0.90001539396591,0.89999887740319,2.5,2.5,-9.9999999993431e-05
0.0022,0.99998263273771,0.99996843635252,0.99998559044734,0.99998138411099,4.9036975886426e-05,2.3895526556501e-05,0.0099998026573786,-4.7095930294232e-05,4.5669923777711e-05,-4.2771140085992e-06,-4.2771140125743e-06,0.90001543917263,0.89999887621645,2.5,2.5,-9.9999999997154e-05
0.0024,0.9999826151906,0.99996838279773,0.99998558230764,0.99998136530233,4.9086520628719e-05,2.3852312530018e-05,0.0099997936454537,-4.50596243155e-05,4.3793794558811e-05,-4.281435411223e-06,-4.2814354151384e-06,0.90001548004833,0.89999887508102,2.5,2.5,-0.00010000000000047
0.0026,0.9999825983388,0.99996833301055,0.99998557400293,0.99998134723899,4.9134102081315e-05,2.3810810906944e-05,0.0099997849906357,-4.3274090248689e-05,4.2138012134544e-05,-4.2855855739359e-06,-4.2855855776564e-06,0.9000155173845,0.89999887399059,2.5,2.5,-9.9999999998419e-05
0.0028,0.99998258210318,0.99996828639545,0.99998556560138,0.99998132983612,4.9179943783014e-05,2.3770826703167e-05,0.0099997766522633,-4.1691862137512e-05,4.0662702422654e-05,-4.2895839944894e-06,-4.2895839979685e-06,0.90001555177853,0.89999887294003,2.5,2.5,-9.9999999999789e-05
0.003,0.99998256641842,0.99996824248833,0.99998555715119,0.99998131302376,4.9224229906315e-05,2.3732199267385e-05,0.0099997685968336,-4.0277147431164e-05,3.9337386960419e-05,-4.2934467381808e-06,-4.2934467413872e-06,0.90001558369147,0.89999887192515,2.5,2.5,-0.00010000000000722
0.0032,0.99998255123005,0.99996820092101,0.99998554868695,0.99998129674354,4.9267114198419e-05,2.3694794387806e-05,0.0099997607963573,-3.9002381547593e-05,3.8138322420244e-05,-4.2971872264796e-06,-4.2971872294337e-06,0.90001561348582,0.89999887094245,2.5,2.5,-0.00010000000000145
0.0034,0.99998253649192,0.99996816139644,0.9999855402336,0.99998128094605,4.9308726720459e-05,2.3658498566853e-05,0.0099997532271669,-3.7845951709094e-05,3.7046704362911e-05,-4.3008168082689e-06,-4.300816810994e-06,0.90001564145143,0.89999886998899,2.5,2.5,-9.9999999998927e-05
0.0036,0.99998252216458,0.99996812367157,0.99998553180926,0.99998126558911,4.934917837811e-05,2.3623214836986e-05,0.0099997458690387,-3.679064106444e-05,3.6047422707311e-05,-4.304345181627e-06,-4.3043451841928e-06,0.90001566782334,0.89999886906232,2.5,2.5,-0.0001000000000009
0.0038,0.99998250821396,0.99996808754506,0.99998552342714,0.99998125063635,4.9388564748369e-05,2.358885955141e-05,0.0099997387045301,-3.5822543236608e-05,3.5128179526648e-05,-4.3077807103461e-06,-4.3077807127611e-06,0.90001569279464,0.89999886816036,2.5,2.5,-0.00010000000000226
0.004,0.99998249461036,0.99996805284831,0.99998551509678,0.99998123605618,4.9426968666976e-05,2.355535997481e-05,0.0099997317184724,-3.4930288144197e-05,3.4278851069731e-05,-4.3111306681287e-06,-4.3111306703987e-06,0.9000157165257,0.89999886728141,2.5,2.5,-0.00010000000000065
0.0042,0.99998248132764,0.99996801943863,0.99998550682507,0.99998122182091,4.9464462413663e-05,2.3522652384197e-05,0.0099997248975771,-3.4104476506869e-05,3.3491017802273e-05,-4.3144014271294e-06,-4.3144014292827e-06,0.90001573915113,0.89999886642409,2.5,2.5,-0.0001000000000022
0.0044,0.99998246834262,0.99996798719416,0.99998549861687,0.99998120790621,4.9501109276993e-05,2.3490680584614e-05,0.0099997182301247,-3.3337261831107e-05,3.2757612932716e-05,-4.3175986070955e-06,-4.3175986091389e-06,0.90001576078496,0.89999886558735,2.5,2.5,-0.00010000000000117
0.0046,0.99998245563457,0.99996795601018,0.99998549047554,0.99998119429053,4.9536964823503e-05,2.3459394717411e-05,0.0099997117057176,-3.2622035461586e-05,3.2072655498495e-05,-4.3207271940503e-06,-4.3207271959846e-06,0.9000157815245,0.89999886477045,2.5,2.5,-0.00010000000000179
0.0048,0.99998244318473,0.99996792579582,0.99998548240326,0.99998118095468,4.9572077958724e-05,2.3428750302605e-05,0.0099997053150803,-3.1953186699688e-05,3.1431045072228e-05,-4.3237916355714e-06,-4.32379163741e-06,0.9000158014535,0.89999886397302,2.5,2.5,-9.999999999984e-05
0.005,0.99998243097609,0.99996789647181,0.99998547440139,0.9999811678816,4.9606491653884e-05,2.3398707463335e-05,0.0099996990498968,-3.1325917125966e-05,3.082840198172e-05,-4.3267959193645e-06,-4.3267959211007e-06,0.90001582064451,0.899998863195,2.5,2.5,-0.00010000000000037
0.0052,0.99998241899292,0.99996786796854,0.99998546647059,0.99998115505596,4.9640243583853e-05,2.3369230290551e-05,0.0099996929026778,-3.0736095364604e-05,3.0260941445679e-05,-4.3297436368489e-06,-4.3297436385099e-06,0.90001583916077,0.89999886243674,2.5,2.5,-9.9999999999119e-05
0.0054,0.99998240722075,0.99996784022464,0.99998545861102,0.99998114246402,4.9673366648387e-05,2.3340286296568e-05,0.0099996868666493,-3.0180142406049e-05,2.9725373760832e-05,-4.3326380360565e-06,-4.3326380376595e-06,0.9000158570577,0.89999886169893,2.5,2.5,-0.00010000000000205
0.0056,0.99998239564589,0.9999678131855,0.99998545082244,0.99998113009344,4.9705889372482e-05,2.3311845992411e-05,0.0099996809356611,-2.9654940731818e-05,2.921882402175e-05,-4.3354820663454e-06,-4.3354820678952e-06,0.90001587438419,0.89999886098275,2.5,2.5,-9.9999999998793e-05
0.0058,0.99998238425552,0.99996778680257,0.99998544310434,0.9999811179331,4.9737836242421e-05,2.328388250731e-05,0.0099996751041092,-2.9157759479182e-05,2.8738767232745e-05,-4.3382784150224e-06,-4.3382784165044e-06,0.90001589118349,0.89999886028975,2.5,2.5,-0.00010000000000055
0.006,0.99998237303735,0.99996776103229,0.99998543545596,0.99998110597297,4.9769228000784e-05,2.3256371271569e-05,0.00999966936687,-2.8686195985239e-05,2.828297546817e-05,-4.3410295388372e-06,-4.3410295402216e-06,0.90001590749413,0.89999885962197,2.5,2.5,-0.00010000000000011
0.0062,0.99998236197959,0.9999677358355,0.99998542787637,0.99998109420405,4.9800081892785e-05,2.3229289752268e-05,0.0099996637192448,-2.8238126270225e-05,2.7849474428033e-05,-4.3437376908351e-06,-4.3437376921884e-06,0.90001592335052,0.8999988589819,2.5,2.5,-9.9999999998301e-05
0.0064,0.99998235107084,0.99996771117691,0.99998542036456,0.99998108261821,4.9830411876681e-05,2.3202617225589e-05,0.0099996581569118,-2.7811664767753e-05,2.7436507466693e-05,-4.3464049433022e-06,-4.3464049446929e-06,0.90001593878352,0.89999885837249,2.5,2.5,-9.9999999998708e-05
0.0066,0.99998234029995,0.99996768702446,0.99998541291937,0.99998107120812,4.9860228866411e-05,2.3176334582901e-05,0.0099996526758856,-2.7405131262439e-05,2.7042505684483e-05,-4.3490332076271e-06,-4.3490332090432e-06,0.90001595382092,0.89999885779719,2.5,2.5,-0.00010000000000016
0.0068,0.99998232965602,0.99996766334907,0.99998540553962,0.9999810599672,4.9889540861685e-05,2.3150424152246e-05,0.0099996472724811,-2.701702268778e-05,2.666606297401e-05,-4.3516242507884e-06,-4.3516242522066e-06,0.90001596848785,0.89999885725987,2.5,2.5,-9.99999999991e-05
0.007,0.99998231912828,0.9999676401242,0.99998539822406,0.99998104888952,4.9918353214343e-05,2.3124869556431e-05,0.0099996419432831,-2.6645990246184e-05,2.6305914889507e-05,-4.3541797103777e-06,-4.3541797117688e-06,0.90001598280707,0.89999885676491,2.5,2.5,-0.00010000000000053
0.0072,0.99998230870612,0.99996761732557,0.99998539097145,0.99998103796981,4.9946668741243e-05,2.3099655583487e-05,0.0099996366851193,-2.6290819113054e-05,2.5960920823409e-05,-4.3567011076064e-06,-4.3567011089638e-06,0.9000159967993,0.89999885631709,2.5,2.5,-0.00010000000000042
0.0074,0.99998229837899,0.99996759493096,0.9999853837805,0.9999810272033,4.9974487911836e-05,2.3074768075635e-05,0.0099996314950368,-2.5950412272243e-05,2.563004882666e-05,-4.3591898584577e-06,-4.3591898598483e-06,0.9000160104834,0.89999885592163,2.5,2.5,-9.9999999999859e-05
0.0076,0.99998228813645,0.9999675729199,0.99998537664993,0.99998101658577,5.0001809067144e-05,2.3050193824087e-05,0.0099996263702816,-2.5623775906003e-05,2.5312362729999e-05,-4.361647283493e-06,-4.3616472849598e-06,0.90001602387663,0.89999885558412,2.5,2.5,-9.9999999999976e-05
0.0078,0.99998227796808,0.99996755127353,0.99998536957848,0.99998100611343,5.0028628558112e-05,2.3025920490859e-05,0.0099996213082801,-2.5310007603939e-05,2.5007010898343e-05,-4.3640746169583e-06,-4.3640746184632e-06,0.90001603699483,0.89999885531053,2.5,2.5,-9.9999999999961e-05
0.008,0.99998226786354,0.99996752997444,0.99998536256489,0.99998099578294,5.0054940923076e-05,2.3001936520488e-05,0.0099996163066231,-2.5008285220238e-05,2.4713216771021e-05,-4.366473013856e-06,-4.3664730153648e-06,0.90001604985254,0.89999885510716,2.5,2.5,-9.9999999999353e-05
