id,p,ux,uy,x,y,z
0,5.521105069019e-05,0,0,0,0,0
0.01,5.5200033111855e-05,5.4357385742943e-07,0,0.01,0,0
0.02,5.518901553352e-05,1.0871096179438e-06,0,0.02,0,0
0.03,5.5177997955186e-05,1.6306072815432e-06,0,0.03,0,0
0.04,5.5166980376851e-05,2.1740668482275e-06,0,0.04,0,0
0.05,5.5155962798516e-05,2.7174883179968e-06,0,0.05,0,0
0.06,5.5144945220182e-05,3.2608716908511e-06,0,0.06,0,0
0.07,5.5133927641847e-05,3.8042169667903e-06,0,0.07,0,0
0.08,5.5122910063512e-05,4.3475241458145e-06,0,0.08,0,0
0.09,5.5111892485178e-05,4.8907932279237e-06,0,0.09,0,0
0.1,5.5100874906843e-05,5.4340242131178e-06,0,0.1,0,0
0.11,5.5089857328508e-05,5.9772171013969e-06,0,0.11,0,0
0.12,5.5078839750174e-05,6.5203718927609e-06,0,0.12,0,0
0.13,5.5067822171839e-05,7.06348858721e-06,0,0.13,0,0
0.14,5.5056804593505e-05,7.606567184744e-06,0,0.14,0,0
0.15,5.504578701517e-05,8.1496076853629e-06,0,0.15,0,0
0.16,5.5034769436835e-05,8.6926100890669e-06,0,0.16,0,0
0.17,5.5023751858501e-05,9.2355743958558e-06,0,0.17,0,0
0.18,5.5012734280166e-05,9.7785006057296e-06,0,0.18,0,0
0.19,5.5001716701831e-05,1.0321388718688e-05,0,0.19,0,0
0.2,5.4990699123497e-05,1.0864238734732e-05,0,0.2,0,0
0.21,5.4979681545162e-05,1.1407050653861e-05,0,0.21,0,0
0.22,5.4968663966827e-05,1.1949824476075e-05,0,0.22,0,0
0.23,5.4957646388493e-05,1.2492560201373e-05,0,0.23,0,0
0.24,5.4946628810158e-05,1.3035257829757e-05,0,0.24,0,0
0.25,5.4935611231823e-05,1.3577917361226e-05,0,0.25,0,0
0.26,5.499061622114e-05,1.4120652943729e-05,0,0.26,0,0
0.27,5.5045621210456e-05,1.4663578723841e-05,0,0.27,0,0
0.28,5.5100626199773e-05,1.5206694701562e-05,0,0.28,0,0
0.29,5.5155631189089e-05,1.5750000876892e-05,0,0.29,0,0
0.3,5.5210636178406e-05,1.6293497249831e-05,0,0.3,0,0
0.31,5.5265641167722e-05,1.6837183820378e-05,0,0.31,0,0
0.32,5.5320646157039e-05,1.7381060588535e-05,0,0.32,0,0
0.33,5.5375651146355e-05,1.79251275543e-05,0,0.33,0,0
0.34,5.5430656135672e-05,1.8469384717674e-05,0,0.34,0,0
0.35,5.5485661124988e-05,1.9013832078657e-05,0,0.35,0,0
0.36,5.5540666114305e-05,1.9558469637249e-05,0,0.36,0,0
0.37,5.5595671103621e-05,2.010329739345e-05,0,0.37,0,0
0.38,5.5650676092937e-05,2.0648315347259e-05,0,0.38,0,0
0.39,5.5705681082254e-05,2.1193523498678e-05,0,0.39,0,0
0.4,5.576068607157e-05,2.1738921847705e-05,0,0.4,0,0
0.41,5.5815691060887e-05,2.2284510394341e-05,0,0.41,0,0
0.42,5.5870696050203e-05,2.2830289138586e-05,0,0.42,0,0
0.43,5.592570103952e-05,2.337625808044e-05,0,0.43,0,0
0.44,5.5980706028836e-05,2.3922417219903e-05,0,0.44,0,0
0.45,5.6035711018153e-05,2.4468766556974e-05,0,0.45,0,0
0.46,5.6090716007469e-05,2.5015306091655e-05,0,0.46,0,0
0.47,5.6145720996786e-05,2.5562035823944e-05,0,0.47,0,0
0.48,5.6200725986102e-05,2.6108955753842e-05,0,0.48,0,0
0.49,5.6255730975419e-05,2.6656065881349e-05,0,0.49,0,0
0.5,5.6310735964735e-05,2.7203366206465e-05,0,0.5,0,0
0.51,5.6190322334708e-05,2.7750553444538e-05,0,0.51,0,0
0.52,5.6069908704681e-05,2.8297324313518e-05,0,0.52,0,0
0.53,5.5949495074655e-05,2.8843678813405e-05,0,0.53,0,0
0.54,5.5829081444628e-05,2.9389616944199e-05,0,0.54,0,0
0.55,5.5708667814601e-05,2.9935138705899e-05,0,0.55,0,0
0.56,5.5588254184574e-05,3.0480244098506e-05,0,0.56,0,0
0.57,5.5467840554547e-05,3.102493312202e-05,0,0.57,0,0
0.58,5.534742692452e-05,3.156920577644e-05,0,0.58,0,0
0.59,5.5227013294493e-05,3.2113062061768e-05,0,0.59,0,0
0.6,5.5106599664466e-05,3.2656501978002e-05,0,0.6,0,0
0.61,5.498618603444e-05,3.3199525525143e-05,0,0.61,0,0
0.62,5.4865772404413e-05,3.3742132703191e-05,0,0.62,0,0
0.63,5.4745358774386e-05,3.4284323512146e-05,0,0.63,0,0
0.64,5.4624945144359e-05,3.4826097952007e-05,0,0.64,0,0
0.65,5.4504531514332e-05,3.5367456022775e-05,0,0.65,0,0
0.66,5.4384117884305e-05,3.590839772445e-05,0,0.66,0,0
0.67,5.4263704254278e-05,3.6448923057032e-05,0,0.67,0,0
0.68,5.4143290624252e-05,3.6989032020521e-05,0,0.68,0,0
0.69,5.4022876994225e-05,3.7528724614916e-05,0,0.69,0,0
0.7,5.3902463364198e-05,3.8068000840218e-05,0,0.7,0,0
0.71,5.3782049734171e-05,3.8606860696427e-05,0,0.71,0,0
0.72,5.3661636104144e-05,3.9145304183543e-05,0,0.72,0,0
0.73,5.3541222474117e-05,3.9683331301565e-05,0,0.73,0,0
0.74,5.342080884409e-05,4.0220942050495e-05,0,0.74,0,0
0.75,5.3300395214063e-05,4.0758136430331e-05,0,0.75,0,0
0.76,5.1168379405501e-05,4.1291436557847e-05,0,0.76,0,0
0.77,4.9036363596938e-05,4.181736455055e-05,0,0.77,0,0
0.78,4.6904347788376e-05,4.2335920408441e-05,0,0.78,0,0
0.79,4.4772331979813e-05,4.2847104131519e-05,0,0.79,0,0
0.8,4.2640316171251e-05,4.3350915719783e-05,0,0.8,0,0
0.81,4.0508300362688e-05,4.3847355173235e-05,0,0.81,0,0
0.82,3.8376284554126e-05,4.4336422491874e-05,0,0.82,0,0
0.83,3.6244268745563e-05,4.4818117675701e-05,0,0.83,0,0
0.84,3.4112252937001e-05,4.5292440724714e-05,0,0.84,0,0
0.85,3.1980237128438e-05,4.5759391638914e-05,0,0.85,0,0
0.86,2.9848221319876e-05,4.6218970418302e-05,0,0.86,0,0
0.87,2.7716205511313e-05,4.6671177062877e-05,0,0.87,0,0
0.88,2.558418970275e-05,4.7116011572639e-05,0,0.88,0,0
0.89,2.3452173894188e-05,4.7553473947588e-05,0,0.89,0,0
0.9,2.1320158085625e-05,4.7983564187724e-05,0,0.9,0,0
0.91,1.9188142277063e-05,4.8406282293048e-05,0,0.91,0,0
0.92,1.70561264685e-05,4.8821628263558e-05,0,0.92,0,0
0.93,1.4924110659938e-05,4.9229602099256e-05,0,0.93,0,0
0.94,1.2792094851375e-05,4.9630203800141e-05,0,0.94,0,0
0.95,1.0660079042813e-05,5.0023433366213e-05,0,0.95,0,0
0.96,8.5280632342502e-06,5.0409290797472e-05,0,0.96,0,0
0.97,6.3960474256876e-06,5.0787776093919e-05,0,0.97,0,0
0.98,4.2640316171251e-06,5.1158889255552e-05,0,0.98,0,0
0.99,2.1320158085625e-06,5.1522630282373e-05,0,0.99,0,0
1,-3.3582377486672e-55,5.1878999174381e-05,0,1,0,0
