id,p,ux,uy,x,y,z
0,5.4809271052585e-05,0,0,0,0,0
0.01,5.4817961967359e-05,5.4019237907849e-07,0,0.01,0,0
0.02,5.4826652882134e-05,1.0804148098083e-06,0,0.02,0,0
0.03,5.4835343796909e-05,1.6206672921894e-06,0,0.03,0,0
0.04,5.4844034711684e-05,2.1609498262217e-06,0,0.04,0,0
0.05,5.4852725626458e-05,2.7012624119054e-06,0,0.05,0,0
0.06,5.4861416541233e-05,3.2416050492404e-06,0,0.06,0,0
0.07,5.4870107456008e-05,3.7819777382266e-06,0,0.07,0,0
0.08,5.4878798370783e-05,4.3223804788642e-06,0,0.08,0,0
0.09,5.4887489285557e-05,4.8628132711531e-06,0,0.09,0,0
0.1,5.4896180200332e-05,5.4032761150932e-06,0,0.1,0,0
0.11,5.4904871115107e-05,5.9437690106847e-06,0,0.11,0,0
0.12,5.4913562029882e-05,6.4842919579274e-06,0,0.12,0,0
0.13,5.4922252944656e-05,7.0248449568214e-06,0,0.13,0,0
0.14,5.4930943859431e-05,7.5654280073668e-06,0,0.14,0,0
0.15,5.4939634774206e-05,8.1060411095634e-06,0,0.15,0,0
0.16,5.4948325688981e-05,8.6466842634113e-06,0,0.16,0,0
0.17,5.4957016603756e-05,9.1873574689106e-06,0,0.17,0,0
0.18,5.496570751853e-05,9.7280607260611e-06,0,0.18,0,0
0.19,5.4974398433305e-05,1.0268794034863e-05,0,0.19,0,0
0.2,5.498308934808e-05,1.0809557395316e-05,0,0.2,0,0
0.21,5.4991780262855e-05,1.135035080742e-05,0,0.21,0,0
0.22,5.5000471177629e-05,1.1891174271176e-05,0,0.22,0,0
0.23,5.5009162092404e-05,1.2432027786583e-05,0,0.23,0,0
0.24,5.5017853007179e-05,1.2972911353641e-05,0,0.24,0,0
0.25,5.5026543921954e-05,1.3513824972351e-05,0,0.25,0,0
0.26,5.4973873291208e-05,1.4054662554008e-05,0,0.26,0,0
0.27,5.4921202660463e-05,1.4595318009909e-05,0,0.27,0,0
0.28,5.4868532029718e-05,1.5135791340053e-05,0,0.28,0,0
0.29,5.4815861398973e-05,1.5676082544442e-05,0,0.29,0,0
0.3,5.4763190768228e-05,1.6216191623074e-05,0,0.3,0,0
0.31,5.4710520137483e-05,1.6756118575949e-05,0,0.31,0,0
0.32,5.4657849506737e-05,1.7295863403069e-05,0,0.32,0,0
0.33,5.4605178875992e-05,1.7835426104432e-05,0,0.33,0,0
0.34,5.4552508245247e-05,1.8374806680039e-05,0,0.34,0,0
0.35,5.4499837614502e-05,1.8914005129889e-05,0,0.35,0,0
0.36,5.4447166983757e-05,1.9453021453984e-05,0,0.36,0,0
0.37,5.4394496353012e-05,1.9991855652322e-05,0,0.37,0,0
0.38,5.4341825722266e-05,2.0530507724904e-05,0,0.38,0,0
0.39,5.4289155091521e-05,2.1068977671729e-05,0,0.39,0,0
0.4,5.4236484460776e-05,2.1607265492799e-05,0,0.4,0,0
0.41,5.4183813830031e-05,2.2145371188112e-05,0,0.41,0,0
0.42,5.4131143199286e-05,2.2683294757668e-05,0,0.42,0,0
0.43,5.4078472568541e-05,2.3221036201469e-05,0,0.43,0,0
0.44,5.4025801937795e-05,2.3758595519513e-05,0,0.44,0,0
0.45,5.397313130705e-05,2.4295972711801e-05,0,0.45,0,0
0.46,5.3920460676305e-05,2.4833167778333e-05,0,0.46,0,0
0.47,5.386779004556e-05,2.5370180719108e-05,0,0.47,0,0
0.48,5.3815119414815e-05,2.5907011534127e-05,0,0.48,0,0
0.49,5.376244878407e-05,2.644366022339e-05,0,0.49,0,0
0.5,5.3709778153324e-05,2.6980126786897e-05,0,0.5,0,0
0.51,5.40729642377e-05,2.7517130204255e-05,0,0.51,0,0
0.52,5.4436150322076e-05,2.805538945507e-05,0,0.52,0,0
0.53,5.4799336406452e-05,2.8594904539342e-05,0,0.53,0,0
0.54,5.5162522490828e-05,2.913567545707e-05,0,0.54,0,0
0.55,5.5525708575204e-05,2.9677702208255e-05,0,0.55,0,0
0.56,5.5888894659579e-05,3.0220984792896e-05,0,0.56,0,0
0.57,5.6252080743955e-05,3.0765523210994e-05,0,0.57,0,0
0.58,5.6615266828331e-05,3.1311317462549e-05,0,0.58,0,0
0.59,5.6978452912707e-05,3.185836754756e-05,0,0.59,0,0
0.6,5.7341638997083e-05,3.2406673466028e-05,0,0.6,0,0
0.61,5.7704825081459e-05,3.2956235217953e-05,0,0.61,0,0
0.62,5.8068011165834e-05,3.3507052803334e-05,0,0.62,0,0
0.63,5.843119725021e-05,3.4059126222172e-05,0,0.63,0,0
0.64,5.8794383334586e-05,3.4612455474466e-05,0,0.64,0,0
0.65,5.9157569418962e-05,3.5167040560217e-05,0,0.65,0,0
