id,p,ux,uy,x,y,z
0,5.5096916826199e-05,0,0,0,0,0
0.01,5.5086338916209e-05,5.4221900834496e-07,0,0.01,0,0
0.02,5.507576100622e-05,1.0844014400641e-06,0,0.02,0,0
0.03,5.506518309623e-05,1.6265472951574e-06,0,0.03,0,0
0.04,5.5054605186241e-05,2.1686565736248e-06,0,0.04,0,0
0.05,5.5044027276252e-05,2.7107292754664e-06,0,0.05,0,0
0.06,5.5033449366262e-05,3.2527654006821e-06,0,0.06,0,0
0.07,5.5022871456273e-05,3.794764949272e-06,0,0.07,0,0
0.08,5.5012293546283e-05,4.3367279212361e-06,0,0.08,0,0
0.09,5.5001715636294e-05,4.8786543165743e-06,0,0.09,0,0
0.1,5.4991137726304e-05,5.4205441352866e-06,0,0.1,0,0
0.11,5.4980559816315e-05,5.9623973773731e-06,0,0.11,0,0
0.12,5.4969981906325e-05,6.5042140428338e-06,0,0.12,0,0
0.13,5.4959403996336e-05,7.0459941316686e-06,0,0.13,0,0
0.14,5.4948826086346e-05,7.5877376438776e-06,0,0.14,0,0
0.15,5.4938248176357e-05,8.1294445794607e-06,0,0.15,0,0
0.16,5.4927670266367e-05,8.671114938418e-06,0,0.16,0,0
0.17,5.4917092356378e-05,9.2127487207495e-06,0,0.17,0,0
0.18,5.4906514446388e-05,9.754345926455e-06,0,0.18,0,0
0.19,5.4895936536399e-05,1.0295906555535e-05,0,0.19,0,0
0.2,5.4885358626409e-05,1.0837430607989e-05,0,0.2,0,0
0.21,5.487478071642e-05,1.1378918083817e-05,0,0.21,0,0
0.22,5.486420280643e-05,1.1920368983019e-05,0,0.22,0,0
0.23,5.4853624896441e-05,1.2461783305595e-05,0,0.23,0,0
0.24,5.4843046986451e-05,1.3003161051546e-05,0,0.24,0,0
0.25,5.4832469076462e-05,1.3544502220871e-05,0,0.25,0,0
0.26,5.4856411008178e-05,1.4085866495643e-05,0,0.26,0,0
0.27,5.4880352939893e-05,1.4627313557435e-05,0,0.27,0,0
0.28,5.4904294871609e-05,1.5168843406247e-05,0,0.28,0,0
0.29,5.4928236803325e-05,1.5710456042078e-05,0,0.29,0,0
0.3,5.4952178735041e-05,1.6252151464929e-05,0,0.3,0,0
0.31,5.4976120666757e-05,1.6793929674799e-05,0,0.31,0,0
0.32,5.5000062598473e-05,1.7335790671689e-05,0,0.32,0,0
0.33,5.5024004530188e-05,1.7877734455598e-05,0,0.33,0,0
0.34,5.5047946461904e-05,1.8419761026527e-05,0,0.34,0,0
0.35,5.507188839362e-05,1.8961870384476e-05,0,0.35,0,0
0.36,5.5095830325336e-05,1.9504062529444e-05,0,0.36,0,0
0.37,5.5119772257052e-05,2.0046337461432e-05,0,0.37,0,0
0.38,5.5143714188767e-05,2.0588695180439e-05,0,0.38,0,0
0.39,5.5167656120483e-05,2.1131135686466e-05,0,0.39,0,0
0.4,5.5191598052199e-05,2.1673658979513e-05,0,0.4,0,0
0.41,5.5215539983915e-05,2.2216265059579e-05,0,0.41,0,0
0.42,5.5239481915631e-05,2.2758953926664e-05,0,0.42,0,0
0.43,5.5263423847347e-05,2.330172558077e-05,0,0.43,0,0
0.44,5.5287365779062e-05,2.3844580021894e-05,0,0.44,0,0
0.45,5.5311307710778e-05,2.4387517250039e-05,0,0.45,0,0
0.46,5.5335249642494e-05,2.4930537265203e-05,0,0.46,0,0
0.47,5.535919157421e-05,2.5473640067386e-05,0,0.47,0,0
0.48,5.5383133505926e-05,2.6016825656589e-05,0,0.48,0,0
0.49,5.5407075437641e-05,2.6560094032812e-05,0,0.49,0,0
0.5,5.5431017369357e-05,2.7103445196054e-05,0,0.5,0,0
0.51,5.5515970146851e-05,2.7646984627855e-05,0,0.51,0,0
0.52,5.5600922924346e-05,2.8190817811382e-05,0,0.52,0,0
0.53,5.568587570184e-05,2.8734944746636e-05,0,0.53,0,0
0.54,5.5770828479334e-05,2.9279365433617e-05,0,0.54,0,0
0.55,5.5855781256828e-05,2.9824079872325e-05,0,0.55,0,0
0.56,5.5940734034323e-05,3.0369088062759e-05,0,0.56,0,0
0.57,5.6025686811817e-05,3.0914390004919e-05,0,0.57,0,0
0.58,5.6110639589311e-05,3.1459985698807e-05,0,0.58,0,0
0.59,5.6195592366805e-05,3.2005875144421e-05,0,0.59,0,0
0.6,5.6280545144299e-05,3.2552058341761e-05,0,0.6,0,0
0.61,5.6365497921794e-05,3.3098535290829e-05,0,0.61,0,0
