time,p_l2,ux_l2,uy_l2
0,0,0,0
0.0001,8.3078004651109e-09,2.0606272743938e-10,2.0868040352163e-10
0.0002,1.7159456596361e-08,4.1210459638736e-10,4.1792857987911e-10
0.0003,2.6510127189056e-08,6.1815443945785e-10,6.2764002993171e-10
0.0004,3.6290867996429e-08,8.24226289583e-10,8.377343367647e-10
0.0005,4.6436814300288e-08,1.0303268157251e-09,1.0481487754651e-09
0.0006,5.6892827764487e-08,1.236458779088e-09,1.2588335365052e-09
0.0007,6.7613211915249e-08,1.4426227681415e-09,1.4697483671032e-09
0.0008,7.8560168797289e-08,1.6488181321342e-09,1.6808602344655e-09
0.0009,8.9702248752899e-08,1.8550435125941e-09,1.8921416787152e-09
0.001,1.0101307063727e-07,2.061297161288e-09,2.1035696312353e-09
0.0011,1.1247032332562e-07,2.2675771364691e-09,2.3151245459926e-09
0.0012,1.2405499844326e-07,2.473881427291e-09,2.5267897477767e-09
0.0013,1.3575079927996e-07,2.6802080342227e-09,2.7385509328434e-09
0.0014,1.475436814152e-07,2.8865550193665e-09,2.9503957780658e-09
0.0015,1.5942149118997e-07,3.0929205378649e-09,3.1623136297981e-09
0.0016,1.713736765236e-07,3.2993028571958e-09,3.3742952532343e-09
0.0017,1.8339105275286e-07,3.505700365708e-09,3.5863326257114e-09
0.0018,1.9546560989315e-07,3.7121115767292e-09,3.7984187665204e-09
0.0019,2.0759035236229e-07,3.918535127342e-09,4.0105475939992e-09
0.002,2.1975916392235e-07,4.1249697745518e-09,4.2227138037653e-09
0.0021,2.3196669291034e-07,4.3314143896239e-09,4.4349127663694e-09
0.0022,2.4420825399581e-07,4.5378679514563e-09,4.6471404389206e-09
0.0023,2.5647974345792e-07,4.7443295387109e-09,4.8593932886823e-09
0.0024,2.6877756585493e-07,4.9507983227616e-09,5.0716682283066e-09
0.0025,2.8109857032448e-07,5.1572735594273e-09,5.2839625580334e-09
0.0026,2.9343999506767e-07,5.3637545815764e-09,5.4962739166363e-09
0.0027,3.057994188297e-07,5.5702407921268e-09,5.7086002388315e-09
0.0028,3.1817471859687e-07,5.7767316574741e-09,5.9209397172219e-09
0.0029,3.3056403242253e-07,5.9832267006863e-09,6.1332907702111e-09
0.003,3.4296572697313e-07,6.1897254963012e-09,6.3456520127515e-09
0.0031,3.5537836927066e-07,6.39622766456e-09,6.5580222320088e-09
0.0032,3.6780070157351e-07,6.60273286675e-09,6.7704003657915e-09
0.0033,3.8023161965627e-07,6.8092408007324e-09,6.9827854832333e-09
0.0034,3.9267015369596e-07,7.0157511969671e-09,7.1951767679894e-09
0.0035,4.0511545164496e-07,7.2222638149587e-09,7.4075735044083e-09
0.0036,4.175667644572e-07,7.4287784400492e-09,7.6199750642846e-09
0.0037,4.3002343331691e-07,7.6352948804316e-09,7.8323808964131e-09
0.0038,4.4248487845367e-07,7.8418129646174e-09,8.044790516133e-09
0.0039,4.5495058937603e-07,8.0483325394293e-09,8.2572034978622e-09
0.004,4.6742011619318e-07,8.2548534673403e-09,8.4696194668247e-09
0.0041,4.7989306213015e-07,8.4613756254996e-09,8.6820380932012e-09
0.0042,4.9236907707746e-07,8.6678989030854e-09,8.8944590866172e-09
0.0043,5.0484785160261e-07,8.8744232009329e-09,9.1068821906996e-09
0.0044,5.1732911221808e-07,9.0809484296334e-09,9.3193071790428e-09
0.0045,5.2981261677073e-07,9.287474508727e-09,9.531733851862e-09
0.0046,5.4229815071491e-07,9.4940013651145e-09,9.7441620321689e-09
0.0047,5.5478552367833e-07,9.7005289330792e-09,9.9565915630706e-09
0.0048,5.6727456664007e-07,9.9070571530481e-09,1.0169022305878e-08
0.0049,5.7976512922052e-07,1.0113585970701e-08,1.0381454136694e-08
0.005,5.922570774806e-07,1.0320115336705e-08,1.0593886946084e-08
0.0051,6.0475029203764e-07,1.0526645206126e-08,1.0806320635509e-08
0.0052,6.1724466619459e-07,1.0733175537816e-08,1.1018755118085e-08
0.0053,6.2974010457037e-07,1.0939706294243e-08,1.1231190315483e-08
0.0054,6.4223652164401e-07,1.1146237440837e-08,1.1443626157593e-08
0.0055,6.5473384067199e-07,1.1352768945659e-08,1.1656062581675e-08
0.0056,6.6723199267837e-07,1.15593007797e-08,1.1868499531336e-08
0.0057,6.7973091554577e-07,1.176583291571e-08,1.2080936955375e-08
0.0058,6.9223055325335e-07,1.1972365328662e-08,1.2293374808014e-08
0.0059,7.0473085510956e-07,1.2178897995268e-08,1.2505813047386e-08
0.006,7.1723177524218e-07,1.2385430893882e-08,1.2718251635904e-08
0.0061,7.2973327205603e-07,1.2591964004373e-08,1.2930690539282e-08
0.0062,7.422353076695e-07,1.2798497307796e-08,1.3143129726106e-08
0.0063,7.5473784768066e-07,1.3005030786631e-08,1.335556916753e-08
0.0064,7.6724086055748e-07,1.3211564424114e-08,1.3568008837493e-08
0.0065,7.7974431756632e-07,1.3418098204641e-08,1.3780448712037e-08
0.0066,7.9224819233623e-07,1.3624632113668e-08,1.3992888768798e-08
0.0067,8.0475246069454e-07,1.3831166137393e-08,1.4205328987234e-08
0.0068,8.1725710037419e-07,1.4037700262437e-08,1.4417769348524e-08
0.0069,8.2976209084285e-07,1.4244234476637e-08,1.4630209834975e-08
0.007,8.4226741317532e-07,1.4450768767992e-08,1.4842650429972e-08
0.0071,8.5477304977966e-07,1.4657303125293e-08,1.505509111871e-08
0.0072,8.6727898450554e-07,1.4863837537826e-08,1.5267531886765e-08
0.0073,8.7978520218613e-07,1.5070371995568e-08,1.5479972720612e-08
0.0074,8.9229168884338e-07,1.5276906488683e-08,1.5692413607871e-08
0.0075,9.0479843134962e-07,1.548344100778e-08,1.59048545366e-08
0.0076,9.1730541754502e-07,1.5689975543814e-08,1.6117295495516e-08
0.0077,9.2981263600381e-07,1.5896510088524e-08,1.6329736474289e-08
0.0078,9.4232007597284e-07,1.6103044633429e-08,1.6542177462804e-08
0.0079,9.5482772749485e-07,1.6309579170568e-08,1.6754618451388e-08
0.008,9.6733558113483e-07,1.6516113692647e-08,1.6967059431423e-08
0.0081,9.7984362801106e-07,1.6722648191956e-08,1.7179500393765e-08
