time,B_anisotropy,B_par,B_per,J,Jbar,drained_c11,drained_c12,energy,ln_a,ln_h,mass,sigma11,sigma22,solid_fraction
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.011523076131044,0.93174758772584,0.94327066385689,1.005,1.0010271704694,25.16669332287,-12.568411320437,0.0022232229076692,0.0039728295305824,-0.001106366704649,0.10432679657752,0.29772171678049,-0.27746203226505,0.89644224221142
