id,p,ux,uy,x,y,z
0,4.3627593400865e-05,0,0,0,0,0
0.01,4.3618619209554e-05,5.2936632752875e-07,0,0.01,0,0
0.02,4.3609645018244e-05,1.0586984895651e-06,0,0.02,0,0
0.03,4.3600670826933e-05,1.587996486109e-06,0,0.03,0,0
0.04,4.3591696635623e-05,2.1172603171606e-06,0,0.04,0,0
0.05,4.3582722444312e-05,2.6464899827197e-06,0,0.05,0,0
0.06,4.3573748253001e-05,3.1756854827864e-06,0,0.06,0,0
0.07,4.3564774061691e-05,3.7048468173607e-06,0,0.07,0,0
0.08,4.355579987038e-05,4.2339739864426e-06,0,0.08,0,0
0.09,4.354682567907e-05,4.763066990032e-06,0,0.09,0,0
0.1,4.3537851487759e-05,5.2921258281291e-06,0,0.1,0,0
0.11,4.3528877296448e-05,5.8211505007338e-06,0,0.11,0,0
0.12,4.3519903105138e-05,6.350141007846e-06,0,0.12,0,0
0.13,4.3510928913827e-05,6.8790973494658e-06,0,0.13,0,0
0.14,4.3501954722516e-05,7.4080195255933e-06,0,0.14,0,0
0.15,4.3492980531206e-05,7.9369075362283e-06,0,0.15,0,0
0.16,4.3484006339895e-05,8.4657613813709e-06,0,0.16,0,0
0.17,4.3475032148585e-05,8.9945810610211e-06,0,0.17,0,0
0.18,4.3466057957274e-05,9.5233665751789e-06,0,0.18,0,0
0.19,4.3457083765963e-05,1.0052117923844e-05,0,0.19,0,0
0.2,4.3448109574653e-05,1.0580835107017e-05,0,0.2,0,0
0.21,4.3439135383342e-05,1.1109518124698e-05,0,0.21,0,0
0.22,4.3430161192032e-05,1.1638166976886e-05,0,0.22,0,0
0.23,4.3421187000721e-05,1.2166781663582e-05,0,0.23,0,0
0.24,4.341221280941e-05,1.2695362184785e-05,0,0.24,0,0
0.25,4.34032386181e-05,1.3223908540496e-05,0,0.25,0,0
0.26,4.3446586472666e-05,1.3752520328137e-05,0,0.26,0,0
0.27,4.3489934327233e-05,1.4281297144521e-05,0,0.27,0,0
0.28,4.35332821818e-05,1.4810238989648e-05,0,0.28,0,0
0.29,4.3576630036367e-05,1.5339345863518e-05,0,0.29,0,0
0.3,4.3619977890933e-05,1.5868617766132e-05,0,0.3,0,0
0.31,4.36633257455e-05,1.6398054697488e-05,0,0.31,0,0
0.32,4.3706673600067e-05,1.6927656657588e-05,0,0.32,0,0
