id,p,ux,uy,x,y,z
0,4.3330727540272e-05,0,0,0,0,0
0.01,4.3337850960782e-05,5.2661134668379e-07,0,0.01,0,0
0.02,4.3344974381292e-05,1.0532498127972e-06,0,0.02,0,0
0.03,4.3352097801802e-05,1.5799153983402e-06,0,0.03,0,0
0.04,4.3359221222312e-05,2.1066081033128e-06,0,0.04,0,0
0.05,4.3366344642822e-05,2.6333279277151e-06,0,0.05,0,0
0.06,4.3373468063332e-05,3.1600748715469e-06,0,0.06,0,0
0.07,4.3380591483842e-05,3.6868489348084e-06,0,0.07,0,0
0.08,4.3387714904352e-05,4.2136501174995e-06,0,0.08,0,0
0.09,4.3394838324862e-05,4.7404784196202e-06,0,0.09,0,0
0.1,4.3401961745372e-05,5.2673338411705e-06,0,0.1,0,0
0.11,4.3409085165882e-05,5.7942163821504e-06,0,0.11,0,0
0.12,4.3416208586392e-05,6.32112604256e-06,0,0.12,0,0
0.13,4.3423332006902e-05,6.8480628223991e-06,0,0.13,0,0
0.14,4.3430455427412e-05,7.3750267216679e-06,0,0.14,0,0
0.15,4.3437578847922e-05,7.9020177403663e-06,0,0.15,0,0
0.16,4.3444702268432e-05,8.4290358784943e-06,0,0.16,0,0
0.17,4.3451825688942e-05,8.9560811360519e-06,0,0.17,0,0
0.18,4.3458949109453e-05,9.4831535130392e-06,0,0.18,0,0
0.19,4.3466072529963e-05,1.0010253009456e-05,0,0.19,0,0
0.2,4.3473195950473e-05,1.0537379625302e-05,0,0.2,0,0
0.21,4.3480319370983e-05,1.1064533360579e-05,0,0.21,0,0
0.22,4.3487442791493e-05,1.1591714215284e-05,0,0.22,0,0
0.23,4.3494566212003e-05,1.211892218942e-05,0,0.23,0,0
0.24,4.3501689632513e-05,1.2646157282984e-05,0,0.24,0,0
0.25,4.3508813053023e-05,1.3173419495979e-05,0,0.25,0,0
0.26,4.3466173674413e-05,1.3700614102932e-05,0,0.26,0,0
0.27,4.3423534295803e-05,1.4227646378372e-05,0,0.27,0,0
0.28,4.3380894917194e-05,1.47545163223e-05,0,0.28,0,0
0.29,4.3338255538584e-05,1.5281223934715e-05,0,0.29,0,0
0.3,4.3295616159974e-05,1.5807769215617e-05,0,0.3,0,0
0.31,4.3252976781365e-05,1.6334152165007e-05,0,0.31,0,0
0.32,4.3210337402755e-05,1.6860372782884e-05,0,0.32,0,0
0.33,4.3167698024146e-05,1.7386431069249e-05,0,0.33,0,0
0.34,4.3125058645536e-05,1.7912327024101e-05,0,0.34,0,0
0.35,4.3082419266926e-05,1.8438060647441e-05,0,0.35,0,0
0.36,4.3039779888317e-05,1.8963631939268e-05,0,0.36,0,0
0.37,4.2997140509707e-05,1.9489040899582e-05,0,0.37,0,0
0.38,4.2954501131097e-05,2.0014287528384e-05,0,0.38,0,0
0.39,4.2911861752488e-05,2.0539371825673e-05,0,0.39,0,0
0.4,4.2869222373878e-05,2.1064293791449e-05,0,0.4,0,0
0.41,4.2826582995269e-05,2.1589053425713e-05,0,0.41,0,0
0.42,4.2783943616659e-05,2.2113650728465e-05,0,0.42,0,0
0.43,4.2741304238049e-05,2.2638085699703e-05,0,0.43,0,0
0.44,4.269866485944e-05,2.316235833943e-05,0,0.44,0,0
0.45,4.265602548083e-05,2.3686468647643e-05,0,0.45,0,0
0.46,4.261338610222e-05,2.4210416624344e-05,0,0.46,0,0
0.47,4.2570746723611e-05,2.4734202269533e-05,0,0.47,0,0
0.48,4.2528107345001e-05,2.5257825583208e-05,0,0.48,0,0
0.49,4.2485467966392e-05,2.5781286565372e-05,0,0.49,0,0
0.5,4.2442828587782e-05,2.6304585216022e-05,0,0.5,0,0
0.51,4.2733575386974e-05,2.6828356149035e-05,0,0.51,0,0
0.52,4.3024322186166e-05,2.7353233978283e-05,0,0.52,0,0
0.53,4.3315068985359e-05,2.7879218703768e-05,0,0.53,0,0
0.54,4.3605815784551e-05,2.8406310325489e-05,0,0.54,0,0
0.55,4.3896562583743e-05,2.8934508843445e-05,0,0.55,0,0
0.56,4.4187309382935e-05,2.9463814257639e-05,0,0.56,0,0
0.57,4.4478056182127e-05,2.9994226568068e-05,0,0.57,0,0
0.58,4.476880298132e-05,3.0525745774733e-05,0,0.58,0,0
0.59,4.5059549780512e-05,3.1058371877634e-05,0,0.59,0,0
0.6,4.5350296579704e-05,3.1592104876772e-05,0,0.6,0,0
