id,p,ux,uy,x,y,z
0,4.3547277145466e-05,0,0,0,0,0
0.01,4.3538927903491e-05,5.2827635038022e-07,0,0.01,0,0
0.02,4.3530578661517e-05,1.0565209145424e-06,0,0.02,0,0
0.03,4.3522229419543e-05,1.5847336924866e-06,0,0.03,0,0
0.04,4.3513880177569e-05,2.1129146842127e-06,0,0.04,0,0
0.05,4.3505530935595e-05,2.6410638897207e-06,0,0.05,0,0
0.06,4.349718169362e-05,3.1691813090108e-06,0,0.06,0,0
0.07,4.3488832451646e-05,3.6972669420828e-06,0,0.07,0,0
0.08,4.3480483209672e-05,4.2253207889367e-06,0,0.08,0,0
0.09,4.3472133967698e-05,4.7533428495727e-06,0,0.09,0,0
0.1,4.3463784725724e-05,5.2813331239905e-06,0,0.1,0,0
0.11,4.3455435483749e-05,5.8092916121904e-06,0,0.11,0,0
0.12,4.3447086241775e-05,6.3372183141722e-06,0,0.12,0,0
0.13,4.3438736999801e-05,6.865113229936e-06,0,0.13,0,0
0.14,4.3430387757827e-05,7.3929763594817e-06,0,0.14,0,0
0.15,4.3422038515853e-05,7.9208077028094e-06,0,0.15,0,0
0.16,4.3413689273878e-05,8.448607259919e-06,0,0.16,0,0
0.17,4.3405340031904e-05,8.9763750308107e-06,0,0.17,0,0
0.18,4.339699078993e-05,9.5041110154842e-06,0,0.18,0,0
0.19,4.3388641547956e-05,1.003181521394e-05,0,0.19,0,0
0.2,4.3380292305982e-05,1.0559487626177e-05,0,0.2,0,0
0.21,4.3371943064007e-05,1.1087128252197e-05,0,0.21,0,0
0.22,4.3363593822033e-05,1.1614737091998e-05,0,0.22,0,0
0.23,4.3355244580059e-05,1.2142314145582e-05,0,0.23,0,0
0.24,4.3346895338085e-05,1.2669859412947e-05,0,0.24,0,0
0.25,4.3338546096111e-05,1.3197372894094e-05,0,0.25,0,0
0.26,4.3356669665437e-05,1.3724904981127e-05,0,0.26,0,0
0.27,4.3374793234764e-05,1.4252506065966e-05,0,0.27,0,0
