id,p,ux,uy,x,y,z
0,4.9900848305106e-05,0,0,0,0,0
0.01,4.9893456681473e-05,2.8029536613225e-07,0,0.01,0,0
0.02,4.9886065057839e-05,5.5926157718881e-07,0,0.02,0,0
0.03,4.9878673434205e-05,8.3689863316969e-07,0,0.03,0,0
0.04,4.9871281810571e-05,1.1132065340749e-06,0,0.04,0,0
0.05,4.9863890186937e-05,1.3881852799044e-06,0,0.05,0,0
0.06,4.9856498563303e-05,1.6618348706582e-06,0,0.06,0,0
0.07,4.984910693967e-05,1.9341553063364e-06,0,0.07,0,0
0.08,4.9841715316036e-05,2.2051465869388e-06,0,0.08,0,0
0.09,4.9834323692402e-05,2.4748087124656e-06,0,0.09,0,0
0.1,4.9826932068768e-05,2.7431416829167e-06,0,0.1,0,0
0.11,4.9819540445134e-05,3.0101454982921e-06,0,0.11,0,0
0.12,4.98121488215e-05,3.2758201585919e-06,0,0.12,0,0
0.13,4.9804757197867e-05,3.5401656638159e-06,0,0.13,0,0
0.14,4.9797365574233e-05,3.8031820139643e-06,0,0.14,0,0
0.15,4.9789973950599e-05,4.064869209037e-06,0,0.15,0,0
0.16,4.9782582326965e-05,4.325227249034e-06,0,0.16,0,0
0.17,4.9775190703331e-05,4.5842561339553e-06,0,0.17,0,0
0.18,4.9767799079697e-05,4.8419558638009e-06,0,0.18,0,0
0.19,4.9760407456064e-05,5.0983264385708e-06,0,0.19,0,0
0.2,4.975301583243e-05,5.3533678582651e-06,0,0.2,0,0
0.21,4.9745624208796e-05,5.6070801228837e-06,0,0.21,0,0
0.22,4.9738232585162e-05,5.8594632324266e-06,0,0.22,0,0
0.23,4.9730840961528e-05,6.1105171868938e-06,0,0.23,0,0
0.24,4.9723449337895e-05,6.3602419862853e-06,0,0.24,0,0
0.25,4.9716057714261e-05,6.6086376306012e-06,0,0.25,0,0
0.26,4.9765700692473e-05,6.8624534630883e-06,0,0.26,0,0
0.27,4.9815343670685e-05,7.1164194296292e-06,0,0.27,0,0
0.28,4.9864986648898e-05,7.370535530224e-06,0,0.28,0,0
0.29,4.991462962711e-05,7.6248017648727e-06,0,0.29,0,0
0.3,4.9964272605323e-05,7.8792181335752e-06,0,0.3,0,0
0.31,5.0013915583535e-05,8.1337846363315e-06,0,0.31,0,0
0.32,5.0063558561747e-05,8.3885012731417e-06,0,0.32,0,0
0.33,5.011320153996e-05,8.6433680440057e-06,0,0.33,0,0
0.34,5.0162844518172e-05,8.8983849489236e-06,0,0.34,0,0
0.35,5.0212487496384e-05,9.1535519878954e-06,0,0.35,0,0
0.36,5.0262130474597e-05,9.408869160921e-06,0,0.36,0,0
0.37,5.0311773452809e-05,9.6643364680004e-06,0,0.37,0,0
0.38,5.0361416431021e-05,9.9199539091337e-06,0,0.38,0,0
0.39,5.0411059409234e-05,1.0175721484321e-05,0,0.39,0,0
0.4,5.0460702387446e-05,1.0431639193562e-05,0,0.4,0,0
0.41,5.0510345365659e-05,1.0687707036857e-05,0,0.41,0,0
0.42,5.0559988343871e-05,1.0943925014205e-05,0,0.42,0,0
0.43,5.0609631322083e-05,1.1200293125608e-05,0,0.43,0,0
0.44,5.0659274300296e-05,1.1456811371064e-05,0,0.44,0,0
0.45,5.0708917278508e-05,1.1713479750575e-05,0,0.45,0,0
0.46,5.075856025672e-05,1.1970298264139e-05,0,0.46,0,0
0.47,5.0808203234933e-05,1.2227266911757e-05,0,0.47,0,0
0.48,5.0857846213145e-05,1.2484385693428e-05,0,0.48,0,0
0.49,5.0907489191358e-05,1.2741654609154e-05,0,0.49,0,0
0.5,5.095713216957e-05,1.2999073658934e-05,0,0.5,0,0
0.51,5.0814870307554e-05,1.3255981965404e-05,0,0.51,0,0
0.52,5.0672608445538e-05,1.3512473226585e-05,0,0.52,0,0
0.53,5.0530346583522e-05,1.3768547442476e-05,0,0.53,0,0
0.54,5.0388084721506e-05,1.4024204613078e-05,0,0.54,0,0
0.55,5.024582285949e-05,1.427944473839e-05,0,0.55,0,0
0.56,5.0103560997474e-05,1.4534267818412e-05,0,0.56,0,0
0.57,4.9961299135458e-05,1.4788673853145e-05,0,0.57,0,0
0.58,4.9819037273443e-05,1.5042662842588e-05,0,0.58,0,0
