time,B_anisotropy,B_par,B_per,J,Jbar,drained_c11,drained_c12,energy,ln_a,ln_h,mass,sigma11,sigma22,solid_fraction
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1.1102230246252e-16,0.88387096774194,0.88387096774194,1.005,0.99367741935484,1.2528225806452,-0.24717741935484,0.00015336995967742,0.011322580645161,-0.0005,0.11094032258065,-0.0039133064516129,-0.026413306451613,0.88986037554165
