time,B_anisotropy,B_par,B_per,J,Jbar,drained_c11,drained_c12,energy,ln_a,ln_h,mass,sigma11,sigma22,solid_fraction
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1102230246252e-16,0.6,0.6,1.005,0.99777777777778,1.9999999999985,0.50000000000075,0.00013999999999988,0.0072222222222222,-1.2499999999981e-14,0.10725,0.0054999999999813,-0.016999999999991,0.89353233830846
