time,B_anisotropy,B_par,B_per,J,Jbar,drained_c11,drained_c12,energy,ln_a,ln_h,mass,sigma11,sigma22,solid_fraction
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.05961556000636,0.85065441979279,0.91026997979915,1.005,0.9936383377659,1.2858720611294,-0.21412793887058,0.00015430525088121,0.011361662234099,0.00035695023053683,0.11097549601069,-0.0036798836902723,-0.026179883690272,0.88982537710379
