time,B_anisotropy,B_par,B_per,J,Jbar,drained_c11,drained_c12,energy,ln_a,ln_h,mass,sigma11,sigma22,solid_fraction
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.05961556000636,0.85065441979279,0.91026997979915,1.005,0.99413513409929,0.86772712039591,0.12618236557907,0.00011310154276998,0.010864865900713,-0.0041805204954585,0.11052837931064,-0.0089667290197921,-0.022060557905011,0.89027026934265
