time,B_anisotropy,B_par,B_per,J,Jbar,drained_c11,drained_c12,energy,ln_a,ln_h,mass,sigma11,sigma22,solid_fraction
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.05961556000636,0.85065441979279,0.91026997979915,1.005,0.99314154143251,1.0233963929636,0.12618236557907,0.00011893914049127,0.011858458567486,0.0048944209565322,0.11142261271074,-0.008602347494242,-0.020089900342045,0.88938048486494
