time,B_anisotropy,B_par,B_per,J,Jbar,drained_c11,drained_c12,energy,ln_a,ln_h,mass,sigma11,sigma22,solid_fraction
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1102230246252e-16,0.88387096774194,0.88387096774194,1.005,0.99367741935484,1.2903210806474,-0.20967666935596,0.0001538385924901,0.011322580645161,-1.2499981250028e-08,0.11094032258065,-0.0037258252015848,-0.026225797076627,0.88986037554165
