time,B_anisotropy,B_par,B_per,J_max,J_min,Jbar_max,Jbar_min,center_pressure,edge_ux,ln_h_max,ln_h_min,mass,mass_reaction,outflow_gradient,platen_max,platen_min,right_reaction,solid_fraction_max,solid_fraction_min,stability_max,stability_min,top_displacement,top_reaction
0,-0.037912063065438,0.57737298283364,0.61528504589908,1,1,1,1,0,0,-0,-0,0.01,0,0,0,0,0,0.9,0.9,2.5,2.5,0,0
0.0025,-0.037912063065438,0.57737298283364,0.61528504589908,0.99999309618883,0.99998300334155,0.99999308925806,0.99999225121149,1.9969639941177e-05,1.0644906521045e-21,-4.0221128025055e-07,-1.7328255907394e-06,0.0099999124331134,-3.5026754649489e-05,2.6634419585738e-05,-7.3533412289433e-07,-1.0963309416543e-06,-1.6926200235347e-06,0.90000832322441,0.89999955939545,2.5,2.5,-7.7483487520431e-07,-2.5000000000009e-05
0.005,-0.037912063065438,0.57737298283364,0.61528504589908,0.99998625626099,0.99996620744867,0.99998613814054,0.99998470162107,3.9789187172709e-05,2.0378034060576e-21,-1.1407295109056e-06,-3.4676411094276e-06,0.0099997826789214,-5.1901676789808e-05,4.2956415176788e-05,-1.4858965414431e-06,-2.240588437898e-06,-3.356387541352e-06,0.90001664531765,0.89999912425181,2.5,2.5,-1.5838877994952e-06,-4.9999999999988e-05
0.0075,-0.037912063065438,0.57737298283364,0.61528504589908,0.99997946190129,0.99994957413358,0.99997918492303,0.99997727100561,5.9491623900662e-05,2.9646490406423e-21,-2.0827319664768e-06,-5.2459784515477e-06,0.0099996213684448,-6.4524190649558e-05,5.5396964943352e-05,-2.2479598408924e-06,-3.4074151961536e-06,-4.9985732616166e-06,0.90002492844186,0.89999869528642,2.5,2.5,-2.418535970701e-06,-7.5000000000002e-05
0.01,-0.037912063065438,0.57737298283364,0.61528504589908,0.99997270089696,0.99993306726115,0.99997224283572,0.99996992392894,7.9087701199087e-05,3.8570057714895e-21,-3.1683800636312e-06,-7.0605266327754e-06,0.0099994339361925,-7.4972900918666e-05,6.576494585754e-05,-3.019757955945e-06,-4.5887690167623e-06,-6.6228939232869e-06,0.90003317322138,0.89999827552335,2.5,2.5,-3.2743714681601e-06,-0.0001
0.0125,-0.037912063065438,0.57737298283364,0.61528504589908,0.99997286578122,0.99993366039344,0.99997222764065,0.99997039041757,7.8606873832592e-05,3.6557139688373e-21,-3.9635274099377e-06,-7.3973193190216e-06,0.0099993113581146,-4.9031231141743e-05,4.8174830842503e-05,-3.0650233384075e-06,-4.6846790358226e-06,-6.5390610104513e-06,0.90003305921485,0.89999831082904,2.5,2.5,-3.3737943312725e-06,-0.0001
0.015,-0.037912063065438,0.57737298283364,0.61528504589908,0.99997297708299,0.99993414084011,0.99997227092745,0.99997071110451,7.8160142623461e-05,3.5196440845979e-21,-4.5146251206389e-06,-7.6766526303782e-06,0.0099992106435427,-4.0285828773596e-05,3.9961125139251e-05,-3.1033919883987e-06,-4.7415120320312e-06,-6.4701808641991e-06,0.90003291540575,0.89999836233529,2.5,2.5,-3.45548374323e-06,-9.9999999999997e-05
0.0175,-0.037912063065438,0.57737298283364,0.61528504589908,0.99997304063322,0.99993453606189,0.99997233508769,0.99997095861793,7.7700423727863e-05,3.4063369254256e-21,-4.9414781593373e-06,-7.9201462073466e-06,0.009999122953878,-3.5075865886405e-05,3.4922807409069e-05,-3.1384101319982e-06,-4.7833238533993e-06,-6.4102086395749e-06,0.90003278244651,0.89999843806632,2.5,2.5,-3.5266086758774e-06,-0.00010000000000001
0.02,-0.037912063065438,0.57737298283364,0.61528504589908,0.99997305574072,0.99993487424884,0.99997240696908,0.99997116296734,7.7199538831489e-05,3.3055390242384e-21,-5.2946058022409e-06,-8.1376875618649e-06,0.0099990442631868,-3.1476276453292e-05,3.1400263839733e-05,-3.1718449666178e-06,-4.8172499339014e-06,-6.3563909425904e-06,0.90003266197379,0.89999854466995,2.5,2.5,-3.5904345568971e-06,-9.9999999999983e-05
0.0225,-0.037912063065438,0.57737298283364,0.61528504589908,0.99997302081021,0.99993517236222,0.99997248134672,0.99997133883743,7.6639373921574e-05,3.2133093591043e-21,-5.5989307900174e-06,-8.3351870055092e-06,0.0099989723069836,-2.8782481297747e-05,2.8747846590857e-05,-3.2047403309848e-06,-4.8462589617363e-06,-6.3071790588645e-06,0.90003255193796,0.89999868691962,2.5,2.5,-3.6487981066484e-06,-0.00010000000000001
