id,p,ux,uy,x,y,z
0,3.6163929824772e-05,0,0,0,0,0
0.01,3.6155507256996e-05,5.3188153705836e-07,0,0.01,0,0
0.02,3.614708468922e-05,1.0637269773805e-06,0,0.02,0,0
0.03,3.6138662121444e-05,1.5955363209665e-06,0,0.03,0,0
0.04,3.6130239553668e-05,2.1273095678163e-06,0,0.04,0,0
0.05,3.6121816985892e-05,2.6590467179299e-06,0,0.05,0,0
0.06,3.6113394418116e-05,3.1907477713073e-06,0,0.06,0,0
0.07,3.610497185034e-05,3.7224127279485e-06,0,0.07,0,0
0.08,3.6096549282564e-05,4.2540415878536e-06,0,0.08,0,0
0.09,3.6088126714788e-05,4.7856343510224e-06,0,0.09,0,0
0.1,3.6079704147012e-05,5.3171910174551e-06,0,0.1,0,0
0.11,3.6071281579236e-05,5.8487115871515e-06,0,0.11,0,0
0.12,3.606285901146e-05,6.3801960601118e-06,0,0.12,0,0
0.13,3.6054436443684e-05,6.9116444363359e-06,0,0.13,0,0
0.14,3.6046013875908e-05,7.4430567158237e-06,0,0.14,0,0
0.15,3.6037591308132e-05,7.9744328985754e-06,0,0.15,0,0
0.16,3.6029168740356e-05,8.5057729845909e-06,0,0.16,0,0
0.17,3.602074617258e-05,9.0370769738703e-06,0,0.17,0,0
0.18,3.6012323604804e-05,9.5683448664134e-06,0,0.18,0,0
0.19,3.6003901037028e-05,1.009957666222e-05,0,0.19,0,0
0.2,3.5995478469252e-05,1.0630772361291e-05,0,0.2,0,0
0.21,3.5987055901476e-05,1.1161931963626e-05,0,0.21,0,0
0.22,3.59786333337e-05,1.1693055469224e-05,0,0.22,0,0
0.23,3.5970210765924e-05,1.2224142878086e-05,0,0.23,0,0
0.24,3.5961788198149e-05,1.2755194190212e-05,0,0.24,0,0
0.25,3.5953365630373e-05,1.3286209405602e-05,0,0.25,0,0
0.26,3.5988314752425e-05,1.3817281464756e-05,0,0.26,0,0
0.27,3.6023263874477e-05,1.4348503305817e-05,0,0.27,0,0
0.28,3.6058212996529e-05,1.4879874928786e-05,0,0.28,0,0
0.29,3.6093162118581e-05,1.5411396333662e-05,0,0.29,0,0
0.3,3.6128111240633e-05,1.5943067520446e-05,0,0.3,0,0
0.31,3.6163060362685e-05,1.6474888489137e-05,0,0.31,0,0
0.32,3.6198009484737e-05,1.7006859239736e-05,0,0.32,0,0
0.33,3.6232958606789e-05,1.7538979772242e-05,0,0.33,0,0
0.34,3.6267907728841e-05,1.8071250086656e-05,0,0.34,0,0
0.35,3.6302856850893e-05,1.8603670182977e-05,0,0.35,0,0
0.36,3.6337805972945e-05,1.9136240061205e-05,0,0.36,0,0
0.37,3.6372755094997e-05,1.9668959721342e-05,0,0.37,0,0
0.38,3.6407704217049e-05,2.0201829163385e-05,0,0.38,0,0
0.39,3.6442653339101e-05,2.0734848387336e-05,0,0.39,0,0
0.4,3.6477602461153e-05,2.1268017393195e-05,0,0.4,0,0
0.41,3.6512551583205e-05,2.1801336180961e-05,0,0.41,0,0
0.42,3.6547500705257e-05,2.2334804750634e-05,0,0.42,0,0
0.43,3.6582449827309e-05,2.2868423102215e-05,0,0.43,0,0
0.44,3.6617398949361e-05,2.3402191235703e-05,0,0.44,0,0
0.45,3.6652348071413e-05,2.3936109151099e-05,0,0.45,0,0
0.46,3.6687297193465e-05,2.4470176848402e-05,0,0.46,0,0
0.47,3.6722246315517e-05,2.5004394327613e-05,0,0.47,0,0
0.48,3.6757195437569e-05,2.5538761588732e-05,0,0.48,0,0
0.49,3.6792144559621e-05,2.6073278631757e-05,0,0.49,0,0
0.5,3.6827093681673e-05,2.6607945456691e-05,0,0.5,0,0
0.51,3.677685246486e-05,2.7142579514633e-05,0,0.51,0,0
0.52,3.6726611248048e-05,2.767699825298e-05,0,0.52,0,0
0.53,3.6676370031236e-05,2.8211201671731e-05,0,0.53,0,0
0.54,3.6626128814423e-05,2.8745189770886e-05,0,0.54,0,0
0.55,3.6575887597611e-05,2.9278962550446e-05,0,0.55,0,0
0.56,3.6525646380799e-05,2.9812520010411e-05,0,0.56,0,0
0.57,3.6475405163986e-05,3.034586215078e-05,0,0.57,0,0
0.58,3.6425163947174e-05,3.0878988971553e-05,0,0.58,0,0
0.59,3.6374922730362e-05,3.1411900472731e-05,0,0.59,0,0
0.6,3.632468151355e-05,3.1944596654314e-05,0,0.6,0,0
0.61,3.6274440296737e-05,3.24770775163e-05,0,0.61,0,0
0.62,3.6224199079925e-05,3.3009343058692e-05,0,0.62,0,0
0.63,3.6173957863113e-05,3.3541393281487e-05,0,0.63,0,0
0.64,3.61237166463e-05,3.4073228184687e-05,0,0.64,0,0
0.65,3.6073475429488e-05,3.4604847768292e-05,0,0.65,0,0
0.66,3.6023234212676e-05,3.5136252032301e-05,0,0.66,0,0
0.67,3.5972992995863e-05,3.5667440976715e-05,0,0.67,0,0
0.68,3.5922751779051e-05,3.6198414601533e-05,0,0.68,0,0
0.69,3.5872510562239e-05,3.6729172906755e-05,0,0.69,0,0
0.7,3.5822269345426e-05,3.7259715892382e-05,0,0.7,0,0
0.71,3.5772028128614e-05,3.7790043558413e-05,0,0.71,0,0
0.72,3.5721786911802e-05,3.8320155904849e-05,0,0.72,0,0
0.73,3.567154569499e-05,3.8850052931689e-05,0,0.73,0,0
0.74,3.5621304478177e-05,3.9379734638934e-05,0,0.74,0,0
0.75,3.5571063261365e-05,3.9909201026583e-05,0,0.75,0,0
0.76,3.414822073091e-05,4.0435510807598e-05,0,0.76,0,0
0.77,3.2725378200456e-05,4.0955722692004e-05,0,0.77,0,0
0.78,3.1302535670001e-05,4.1469836679801e-05,0,0.78,0,0
0.79,2.9879693139547e-05,4.1977852770988e-05,0,0.79,0,0
0.8,2.8456850609092e-05,4.2479770965567e-05,0,0.8,0,0
0.81,2.7034008078637e-05,4.2975591263535e-05,0,0.81,0,0
0.82,2.5611165548183e-05,4.3465313664895e-05,0,0.82,0,0
0.83,2.4188323017728e-05,4.3948938169645e-05,0,0.83,0,0
0.84,2.2765480487274e-05,4.4426464777786e-05,0,0.84,0,0
0.85,2.1342637956819e-05,4.4897893489318e-05,0,0.85,0,0
0.86,1.9919795426364e-05,4.536322430424e-05,0,0.86,0,0
0.87,1.849695289591e-05,4.5822457222554e-05,0,0.87,0,0
0.88,1.7074110365455e-05,4.6275592244258e-05,0,0.88,0,0
0.89,1.5651267835001e-05,4.6722629369352e-05,0,0.89,0,0
0.9,1.4228425304546e-05,4.7163568597838e-05,0,0.9,0,0
0.91,1.2805582774091e-05,4.7598409929714e-05,0,0.91,0,0
0.92,1.1382740243637e-05,4.802715336498e-05,0,0.92,0,0
0.93,9.9598977131822e-06,4.8449798903638e-05,0,0.93,0,0
0.94,8.5370551827276e-06,4.8866346545686e-05,0,0.94,0,0
0.95,7.114212652273e-06,4.9276796291125e-05,0,0.95,0,0
0.96,5.6913701218184e-06,4.9681148139955e-05,0,0.96,0,0
0.97,4.2685275913638e-06,5.0079402092175e-05,0,0.97,0,0
0.98,2.8456850609092e-06,5.0471558147787e-05,0,0.98,0,0
0.99,1.4228425304546e-06,5.0857616306788e-05,0,0.99,0,0
1,8.2076095261544e-54,5.1237576569181e-05,0,1,0,0
