id,p,ux,uy,x,y,z
0,3.6118969860806e-05,0,0,0,0,0
0.01,3.6112207402877e-05,5.3114296424213e-07,0,0.01,0,0
0.02,3.6105444944949e-05,1.0622569464434e-06,0,0.02,0,0
0.03,3.6098682487021e-05,1.5933419466039e-06,0,0.03,0,0
0.04,3.6091920029092e-05,2.1243979647235e-06,0,0.04,0,0
0.05,3.6085157571164e-05,2.6554250008023e-06,0,0.05,0,0
0.06,3.6078395113235e-05,3.1864230548402e-06,0,0.06,0,0
0.07,3.6071632655307e-05,3.7173921268373e-06,0,0.07,0,0
0.08,3.6064870197378e-05,4.2483322167936e-06,0,0.08,0,0
0.09,3.605810773945e-05,4.779243324709e-06,0,0.09,0,0
0.1,3.6051345281521e-05,5.3101254505836e-06,0,0.1,0,0
0.11,3.6044582823593e-05,5.8409785944174e-06,0,0.11,0,0
0.12,3.6037820365665e-05,6.3718027562103e-06,0,0.12,0,0
0.13,3.6031057907736e-05,6.9025979359624e-06,0,0.13,0,0
0.14,3.6024295449808e-05,7.4333641336736e-06,0,0.14,0,0
0.15,3.6017532991879e-05,7.964101349344e-06,0,0.15,0,0
0.16,3.6010770533951e-05,8.4948095829736e-06,0,0.16,0,0
0.17,3.6004008076022e-05,9.0254888345623e-06,0,0.17,0,0
0.18,3.5997245618094e-05,9.5561391041102e-06,0,0.18,0,0
0.19,3.5990483160166e-05,1.0086760391617e-05,0,0.19,0,0
0.2,3.5983720702237e-05,1.0617352697083e-05,0,0.2,0,0
0.21,3.5976958244309e-05,1.1147916020509e-05,0,0.21,0,0
0.22,3.597019578638e-05,1.1678450361893e-05,0,0.22,0,0
0.23,3.5963433328452e-05,1.2208955721237e-05,0,0.23,0,0
0.24,3.5956670870523e-05,1.273943209854e-05,0,0.24,0,0
0.25,3.5949908412595e-05,1.3269879493802e-05,0,0.25,0,0
0.26,3.5961413758117e-05,1.3800337054489e-05,0,0.26,0,0
0.27,3.597291910364e-05,1.4330843923772e-05,0,0.27,0,0
0.28,3.5984424449162e-05,1.4861400101651e-05,0,0.28,0,0
0.29,3.5995929794685e-05,1.5392005588127e-05,0,0.29,0,0
0.3,3.6007435140207e-05,1.5922660383199e-05,0,0.3,0,0
0.31,3.601894048573e-05,1.6453364486868e-05,0,0.31,0,0
0.32,3.6030445831253e-05,1.6984117899133e-05,0,0.32,0,0
0.33,3.6041951176775e-05,1.7514920619995e-05,0,0.33,0,0
0.34,3.6053456522298e-05,1.8045772649453e-05,0,0.34,0,0
0.35,3.606496186782e-05,1.8576673987508e-05,0,0.35,0,0
0.36,3.6076467213343e-05,1.9107624634159e-05,0,0.36,0,0
0.37,3.6087972558865e-05,1.9638624589407e-05,0,0.37,0,0
0.38,3.6099477904388e-05,2.0169673853251e-05,0,0.38,0,0
0.39,3.611098324991e-05,2.0700772425691e-05,0,0.39,0,0
0.4,3.6122488595433e-05,2.1231920306728e-05,0,0.4,0,0
0.41,3.6133993940955e-05,2.1763117496361e-05,0,0.41,0,0
0.42,3.6145499286478e-05,2.2294363994591e-05,0,0.42,0,0
0.43,3.6157004632e-05,2.2825659801417e-05,0,0.43,0,0
0.44,3.6168509977523e-05,2.335700491684e-05,0,0.44,0,0
0.45,3.6180015323045e-05,2.3888399340859e-05,0,0.45,0,0
0.46,3.6191520668568e-05,2.4419843073475e-05,0,0.46,0,0
0.47,3.620302601409e-05,2.4951336114687e-05,0,0.47,0,0
0.48,3.6214531359613e-05,2.5482878464496e-05,0,0.48,0,0
0.49,3.6226036705135e-05,2.6014470122901e-05,0,0.49,0,0
0.5,3.6237542050658e-05,2.6546111089902e-05,0,0.5,0,0
0.51,3.6318834994757e-05,2.7077950910591e-05,0,0.51,0,0
0.52,3.6400127938857e-05,2.7610139129603e-05,0,0.52,0,0
0.53,3.6481420882956e-05,2.8142675746937e-05,0,0.53,0,0
0.54,3.6562713827055e-05,2.8675560762594e-05,0,0.54,0,0
0.55,3.6644006771155e-05,2.9208794176573e-05,0,0.55,0,0
0.56,3.6725299715254e-05,2.9742375988875e-05,0,0.56,0,0
0.57,3.6806592659354e-05,3.02763061995e-05,0,0.57,0,0
0.58,3.6887885603453e-05,3.0810584808447e-05,0,0.58,0,0
0.59,3.6969178547552e-05,3.1345211815717e-05,0,0.59,0,0
0.6,3.7050471491652e-05,3.1880187221309e-05,0,0.6,0,0
0.61,3.7131764435751e-05,3.2415511025224e-05,0,0.61,0,0
0.62,3.7213057379851e-05,3.2951183227462e-05,0,0.62,0,0
0.63,3.729435032395e-05,3.3487203828022e-05,0,0.63,0,0
0.64,3.7375643268049e-05,3.4023572826905e-05,0,0.64,0,0
0.65,3.7456936212149e-05,3.456029022411e-05,0,0.65,0,0
0.66,3.7538229156248e-05,3.5097356019638e-05,0,0.66,0,0
0.67,3.7619522100348e-05,3.5634770213488e-05,0,0.67,0,0
0.68,3.7700815044447e-05,3.6172532805661e-05,0,0.68,0,0
0.69,3.7782107988546e-05,3.6710643796157e-05,0,0.69,0,0
0.7,3.7863400932646e-05,3.7249103184975e-05,0,0.7,0,0
0.71,3.7944693876745e-05,3.7787910972116e-05,0,0.71,0,0
0.72,3.8025986820845e-05,3.8327067157579e-05,0,0.72,0,0
0.73,3.8107279764944e-05,3.8866571741365e-05,0,0.73,0,0
0.74,3.8188572709044e-05,3.9406424723474e-05,0,0.74,0,0
0.75,3.8269865653143e-05,3.9946626103905e-05,0,0.75,0,0
0.76,3.6739071027017e-05,4.0483721408556e-05,0,0.76,0,0
0.77,3.5208276400891e-05,4.1014256164875e-05,0,0.77,0,0
0.78,3.3677481774766e-05,4.1538230372863e-05,0,0.78,0,0
0.79,3.214668714864e-05,4.2055644032519e-05,0,0.79,0,0
0.8,3.0615892522514e-05,4.2566497143843e-05,0,0.8,0,0
0.81,2.9085097896389e-05,4.3070789706835e-05,0,0.81,0,0
0.82,2.7554303270263e-05,4.3568521721496e-05,0,0.82,0,0
0.83,2.6023508644137e-05,4.4059693187824e-05,0,0.83,0,0
0.84,2.4492714018011e-05,4.4544304105822e-05,0,0.84,0,0
0.85,2.2961919391886e-05,4.5022354475487e-05,0,0.85,0,0
0.86,2.143112476576e-05,4.5493844296821e-05,0,0.86,0,0
0.87,1.9900330139634e-05,4.5958773569822e-05,0,0.87,0,0
0.88,1.8369535513509e-05,4.6417142294493e-05,0,0.88,0,0
0.89,1.6838740887383e-05,4.6868950470831e-05,0,0.89,0,0
0.9,1.5307946261257e-05,4.7314198098838e-05,0,0.9,0,0
0.91,1.3777151635131e-05,4.7752885178513e-05,0,0.91,0,0
0.92,1.2246357009006e-05,4.8185011709856e-05,0,0.92,0,0
0.93,1.071556238288e-05,4.8610577692867e-05,0,0.93,0,0
0.94,9.1847677567543e-06,4.9029583127547e-05,0,0.94,0,0
0.95,7.6539731306286e-06,4.9442028013895e-05,0,0.95,0,0
0.96,6.1231785045029e-06,4.9847912351911e-05,0,0.96,0,0
0.97,4.5923838783772e-06,5.0247236141596e-05,0,0.97,0,0
0.98,3.0615892522514e-06,5.0639999382949e-05,0,0.98,0,0
0.99,1.5307946261257e-06,5.102620207597e-05,0,0.99,0,0
1,-4.8753976170789e-41,5.1405844220659e-05,0,1,0,0
