axial_over_volume,normalized_coupling,shear_per_pressure
0.03556558820077846,-0.775,-0.0566881350165655
0.03556558820077846,-0.75,-0.05475089538988602
0.03556558820077846,-0.725,-0.05282473134981484
0.03556558820077846,-0.7,-0.05090920590885914
0.03556558820077846,-0.675,-0.04900388947089691
0.03556558820077846,-0.65,-0.047108359486521756
0.03556558820077846,-0.625,-0.04522220011891154
0.03556558820077846,-0.6,-0.043345001919640004
0.03556558820077846,-0.575,-0.04147636151387669
0.03556558820077846,-0.55,-0.03961588129444415
0.03556558820077846,-0.525,-0.03776316912422478
0.03556558820077846,-0.5,-0.0359178380464306
0.03556558820077846,-0.475,-0.03407950600226836
0.03556558820077846,-0.45,-0.03224779555555197
0.03556558820077846,-0.425,-0.03042233362383021
0.03556558820077846,-0.4,-0.02860275121561469
0.03556558820077846,-0.375,-0.026788683173307282
0.03556558820077846,-0.35,-0.024979767921439997
0.03556558820077846,-0.32499999999999996,-0.023175647219853653
0.03556558820077846,-0.29999999999999993,-0.021375965921452612
0.03556558820077846,-0.275,-0.019580371734184504
0.03556558820077846,-0.25,-0.017788514986903325
0.03556558820077846,-0.22499999999999998,-0.01600004839878372
0.03556558820077846,-0.19999999999999996,-0.014214626851962129
0.03556558820077846,-0.17499999999999993,-0.012431907167088833
0.03556558820077846,-0.15000000000000002,-0.010651547881480459
0.03556558820077846,-0.125,-0.00887320902956968
0.03556558820077846,-0.09999999999999998,-0.007096551925353477
0.03556558820077846,-0.07499999999999996,-0.005321238946545899
0.03556558820077846,-0.04999999999999993,-0.0035469333201456135
0.03556558820077846,-0.025000000000000022,-0.001773298909131164
0.03556558820077846,0.0,-4.906538933386797e-18
0.03556558820077846,0.025000000000000022,0.0017732989091311811
0.03556558820077846,0.050000000000000044,0.0035469333201456257
0.03556558820077846,0.07500000000000007,0.005321238946545916
0.03556558820077846,0.09999999999999998,0.007096551925353477
0.03556558820077846,0.1250000000000001,0.00887320902956969
0.03556558820077846,0.15000000000000002,0.010651547881480455
0.03556558820077846,0.17499999999999993,0.012431907167088838
0.03556558820077846,0.20000000000000007,0.014214626851962153
0.03556558820077846,0.22499999999999998,0.016000048398783717
0.03556558820077846,0.2500000000000001,0.017788514986903342
0.03556558820077846,0.275,0.019580371734184504
0.03556558820077846,0.30000000000000016,0.021375965921452616
0.03556558820077846,0.32500000000000007,0.023175647219853664
0.03556558820077846,0.35,0.024979767921439997
0.03556558820077846,0.3750000000000001,0.02678868317330728
0.03556558820077846,0.4,0.028602751215614678
0.03556558820077846,0.42500000000000016,0.030422333623830223
0.03556558820077846,0.45000000000000007,0.03224779555555197
0.03556558820077846,0.475,0.03407950600226836
0.03556558820077846,0.5000000000000001,0.0359178380464306
0.03556558820077846,0.525,0.037763169124224796
0.03556558820077846,0.5500000000000002,0.03961588129444417
0.03556558820077846,0.5750000000000001,0.04147636151387673
0.03556558820077846,0.6,0.043345001919640004
0.03556558820077846,0.6250000000000001,0.04522220011891152
0.03556558820077846,0.65,0.04710835948652174
0.03556558820077846,0.6750000000000002,0.04900388947089691
0.03556558820077846,0.7000000000000001,0.05090920590885917
0.03556558820077846,0.725,0.05282473134981484
0.03556558820077846,0.7500000000000001,0.05475089538988602
0.03556558820077846,0.775,0.05668813501656551
0.03556558820077846,0.8000000000000002,0.05863689496450426
0.03556558820077846,0.8250000000000001,0.060597628083068865
0.03556558820077846,0.85,0.06257079571633886
0.03556558820077846,0.8750000000000001,0.06455686809624718
0.03556558820077846,0.9,0.06655632474960291
0.039905246299377604,-0.9,-0.06985448791326718
0.039905246299377604,-0.875,-0.06773832413497559
