gamma,p,shear,shear_linear,pore,pore_linear,ln_h,ln_h_linear,J,Jbar,solid_fraction
-0.030000000000000027,0.5,0.008557904663636384,0.00947801576635948,0.1873706071886876,0.20166690020075015,0.007607026367676788,0.008424902903430644,1.0,0.9029215475681249,0.8126293928113124
-0.015000000000000013,0.5,0.00856281799854292,0.009478015766359479,0.18690405369005558,0.20109821925476856,0.007611393776482598,0.008424902903430644,1.0,0.9034399403443827,0.8130959463099444
0.0,0.5,0.008567733895626472,0.00947801576635948,0.1864372568958469,0.200529538308787,0.007615763462779089,0.008424902903430648,1.0,0.903958603449059,0.8135627431041531
0.015000000000000013,0.5,0.008572652355953291,0.009478015766359482,0.18597021670481362,0.19996085736280544,0.007620135427514038,0.008424902903430646,1.0,0.9044775369946515,0.8140297832951864
0.030000000000000027,0.5,0.008577573380589815,0.009478015766359482,0.18550293301569099,0.19939217641682386,0.0076245096716353895,0.008424902903430646,1.0,0.9049967410936767,0.814497066984309
0.04500000000000004,0.5,0.008582496970602656,0.009478015766359482,0.18503540572719734,0.1988234954708423,0.007628886196091242,0.008424902903430644,1.0,0.9055162158586696,0.8149645942728027
0.05999999999999994,0.5,0.008587423127058569,0.009478015766359482,0.18456763473803472,0.1982548145248607,0.0076332650018298386,0.008424902903430648,1.0,0.9060359614021837,0.8154323652619653
0.07499999999999996,0.5,0.008592351851024534,0.009478015766359482,0.18409961994688795,0.19768613357887915,0.007637646089799589,0.008424902903430648,1.0,0.9065559778367912,0.815900380053112
0.08999999999999997,0.5,0.008597283143567697,0.009478015766359482,0.18363136125242563,0.1971174526328976,0.007642029460949072,0.008424902903430648,1.0,0.9070762652750827,0.8163686387475744
0.10499999999999998,0.5,0.00860221700575535,0.009478015766359482,0.1831628585532994,0.19654877168691604,0.007646415116226983,0.00842490290343064,1.0,0.9075968238296673,0.8168371414467006
0.12,0.5,0.008607153438655035,0.009478015766359482,0.18269411174814465,0.19598009074093445,0.0076508030565822505,0.008424902903430648,1.0,0.9081176536131726,0.8173058882518554
0.135,0.5,0.008612092443334343,0.009478015766359482,0.18222512073557973,0.1954114097949529,0.0076551932829638375,0.008424902903430648,1.0,0.9086387547382447,0.8177748792644203
0.15000000000000002,0.5,0.008617034020861128,0.009478015766359468,0.18175588541420662,0.1948427288489713,0.007659585796320992,0.008424902903430662,1.0,0.9091601273175481,0.8182441145857934
0.16500000000000004,0.5,0.00862197817230334,0.009478015766359482,0.18128640568261079,0.19427404790298974,0.007663980597602982,0.008424902903430662,1.0,0.9096817714637657,0.8187135943173892
0.18000000000000005,0.5,0.008626924898729377,0.009478015766359482,0.18081668143936125,0.19370536695700818,0.007668377687759423,0.008424902903430648,1.0,0.9102036872895986,0.8191833185606388
