time,x,y,pressure,pressure_reference,normalized_error
0.1,0.06,0.0,2.9205761810054e-05,2.9193185602525326e-05,0.0002622663278375602
0.1,0.07,0.0,2.9162378216224e-05,2.9148093267177736e-05,0.0002979007082356578
0.1,0.08,0.0,2.9110355559552e-05,2.9096087763148976e-05,0.00029754300415472696
0.1,0.09,0.0,2.9049693840037e-05,2.9037179417018053e-05,0.0002609778633742567
0.1,0.1,0.0,2.8989032120523e-05,2.8971379927001315e-05,0.00036812178573348176
0.1,0.11,0.0,2.8911167491739e-05,2.8898702360984765e-05,0.0002599499142705959
0.1,0.12,0.0,2.8833302862956e-05,2.881916115432339e-05,0.00029491354877591517
0.1,0.13,0.0,2.8746885067208e-05,2.8732772107406973e-05,0.0002943140158505461
0.1,0.14,0.0,2.8651914104494e-05,2.8639552382991796e-05,0.0002577934004938741
0.1,0.15,0.0,2.8556943141781e-05,2.853952050329763e-05,0.00036333460670529043
0.1,0.16,0.0,2.8444983675875e-05,2.8432696346869518e-05,0.000256242006968453
0.1,0.17,0.0,2.8333024209969e-05,2.831910114520348e-05,0.0002903539131308999
0.1,0.18,0.0,2.8212639974351e-05,2.819875747913566e-05,0.0002895078689699037
0.1,0.19,0.0,2.8083830969021e-05,2.8071689274993967e-05,0.00025320491085538557
0.1,0.2,0.0,2.7955021963692e-05,2.793792180051164e-05,0.0003566096529903992
0.1,0.21,0.0,2.7809523368052e-05,2.779748166050185e-05,0.0002511197762020745
0.1,0.22,0.0,2.7664024772413e-05,2.7650396792292523e-05,0.0002842001687624721
0.1,0.23,0.0,2.7510271765586e-05,2.7496696460920672e-05,0.0002831016660415238
0.1,0.24,0.0,2.7348264347572e-05,2.733641125408526e-05,0.00024718638708803295
0.1,0.25,0.0,2.7186256929557e-05,2.7169573076857904e-05,0.00034792784482905913
0.1,0.26,0.0,2.7007942080673e-05,2.699621514615044e-05,0.0002445554470225521
0.1,0.27,0.0,2.682962723179e-05,2.6816371984938585e-05,0.0002764271270471923
0.1,0.28,0.0,2.6643269567476e-05,2.6630079416240847e-05,0.0002750696122164014
0.1,0.29,0.0,2.6448869087733e-05,2.6437374556851786e-05,0.00023970886275200535
0.1,0.3,0.0,2.625446860799e-05,2.6238295810828955e-05,0.0003372702074626248
0.1,0.31,0.0,2.6044224464992e-05,2.603288286273255e-05,0.00023651966378560773
0.1,0.32,0.0,2.5833980321995e-05,2.5821176670617018e-05,0.0002670094797783244
0.1,0.33,0.0,2.5615945282952e-05,2.5603219458774106e-05,0.00026538645837648553
0.1,0.34,0.0,2.5390119347864e-05,2.5379054710226216e-05,0.00023074379740458022
0.1,0.35,0.0,2.5164293412775e-05,2.514872715896982e-05,0.00032462125122885747
0.1,0.36,0.0,2.49231671723e-05,2.4912282781967965e-05,0.00022698489004927574
0.1,0.37,0.0,2.4682040931826e-05,2.4669768790891517e-05,0.00025592527240457025
0.1,0.38,0.0,2.4433414934089e-05,2.442123362360838e-05,0.00025403107898124255
0.1,0.39,0.0,2.4177289179091e-05,2.4166726935420467e-05,0.00022026678987926195
0.1,0.4,0.0,2.3921163424094e-05,2.390629959004778e-05,0.00030997287250551965
0.1,0.41,0.0,2.365035790876e-05,2.364000365035936e-05,0.0002159294303967074
0.1,0.42,0.0,2.3379552393426e-05,2.3367892368850843e-05,0.00024316009582772772
0.1,0.43,0.0,2.3101576177427e-05,2.3090020177868322e-05,0.00024099074079657364
0.1,0.44,0.0,2.2816429260764e-05,2.280644267957849e-05,0.0002082618284727656
0.1,0.45,0.0,2.25312823441e-05,2.251721663568504e-05,0.0002933286275703089
0.1,0.46,0.0,2.2232150599802e-05,2.222239995689121e-05,0.00020334153236879646
0.1,0.47,0.0,2.1933018855504e-05,2.192205169210884e-05,0.0002287110533032217
0.1,0.48,0.0,2.1627081886907e-05,2.1616232017414065e-05,0.0002262649867172393
0.1,0.49,0.0,2.131433969401e-05,2.130500222475001e-05,0.00019472514019273283
0.1,0.5,0.0,2.1001597501113e-05,2.0988424710376964e-05,0.0002747075734744167
0.1,0.51,0.0,2.0675636604523e-05,2.0666562963070555e-05,0.0001892232311228859
0.1,0.52,0.0,2.0349675707933e-05,2.0339481552068704e-05,0.00021259062542002176
0.1,0.53,0.0,2.0017309785087e-05,2.0007246114768048e-05,0.00020986945810978945
0.1,0.54,0.0,1.9678538835985e-05,1.966992334417085e-05,0.0001796689022075699
0.1,0.55,0.0,1.9339767886883e-05,1.9327580976083363e-05,0.0002541478689673952
0.1,0.56,0.0,1.898861195513e-05,1.898028777606688e-05,0.00017359381754550318
0.1,0.57,0.0,1.8637456023377e-05,1.8628113526142763e-05,0.00019482999440565446
0.1,0.58,0.0,1.8280328089255e-05,1.8271129011252837e-05,0.00019183910583678304
0.1,0.59,0.0,1.7917228152765e-05,1.7909406005476835e-05,0.00016312436323858958
0.1,0.6,0.0,1.7554128216276e-05,1.754301725800854e-05,0.0002317097755359866
0.1,0.61,0.0,1.7179540626234e-05,1.717203647889236e-05,0.00015649273935376614
0.1,0.62,0.0,1.6804953036192e-05,1.679653832452261e-05,0.00017548179960542423
0.1,0.63,0.0,1.6424857202731e-05,1.641659838290737e-05,0.0001722308050719431
0.1,0.64,0.0,1.6039253125852e-05,1.603229315869933e-05,0.00014514431499632998
0.1,0.65,0.0,1.5653649048972e-05,1.5643700057996015e-05,0.00020747791597833565
0.1,0.66,0.0,1.5257513882608e-05,1.5250897372912008e-05,0.00013798179595183915
0.1,0.67,0.0,1.4861378716244e-05,1.4853964265925794e-05,0.00015462218267759564
0.1,0.68,0.0,1.4460227518448e-05,1.4452980754004192e-05,0.00015112523350523547
0.1,0.69,0.0,1.4054060289218e-05,1.4048027692507321e-05,0.00012580477723726652
0.1,0.7,0.0,1.3647893059988e-05,1.3639186758877315e-05,0.00018156265441238533
0.1,0.71,0.0,1.3232205795063e-05,1.3226540436114017e-05,0.00011814633974858776
0.1,0.72,0.0,1.2816518530138e-05,1.281017199604122e-05,0.00013235167980993624
0.1,0.73,0.0,1.2396333437451e-05,1.2390165482366911e-05,0.00012862756331609136
0.1,0.74,0.0,1.1971650517002e-05,1.196660569354135e-05,0.00010520558925230516
0.1,0.75,0.0,1.1546967596553e-05,1.1539578165416905e-05,0.00015410042848397942
0.1,0.76,0.0,1.1113825084719e-05,1.1109169153713548e-05,9.709556117621419e-05
0.1,0.77,0.0,1.0680682572885e-05,1.0675465616294216e-05,0.00010879528223697356
0.1,0.78,0.0,1.024358379655e-05,1.0238555195254441e-05,0.00010486728951780907
0.1,0.79,0.0,9.8025287557144e-06,9.798526198830516e-06,8.346998834932663e-05
0.1,0.8,0.0,9.3614737148787e-06,9.355467583130875e-06,0.00012525287249111791
0.1,0.81,0.0,8.9130634965468e-06,8.9094689336953e-06,7.496161279900753e-05
0.1,0.82,0.0,8.4646532782148e-06,8.460620446886883e-06,8.410133665094494e-05
0.1,0.83,0.0,8.0128489305988e-06,8.009012911121522e-06,7.999698951574926e-05
0.1,0.84,0.0,7.5576504536989e-06,7.554737687940179e-06,6.074330259331683e-05
0.1,0.85,0.0,7.1024519767989e-06,7.0978866929288985e-06,9.520519070565405e-05
0.1,0.86,0.0,6.6410409870712e-06,6.638552376492034e-06,5.189789978635615e-05
0.1,0.87,0.0,6.1796299973435e-06,6.176827704483935e-06,5.843948234218423e-05
0.1,0.88,0.0,5.7154046602153e-06,5.712806138704659e-06,5.4190000669813246e-05
0.1,0.89,0.0,5.2483649756866e-06,5.2465816172652395e-06,3.719045374545478e-05
0.1,0.9,0.0,4.7813252911579e-06,4.778248534828291e-06,6.4163189290394e-05
0.1,0.91,0.0,4.3092480347747e-06,4.307901722729571e-06,2.8076215774474823e-05
0.1,0.92,0.0,3.8371707783916e-06,3.835636428986439e-06,3.1997578220131517e-05
0.1,0.93,0.0,3.3628735597437e-06,3.361548298199173e-06,2.7637225126488547e-05
0.1,0.94,0.0,2.8863563788312e-06,2.8857333513510263e-06,1.2992718909460061e-05
0.1,0.95,0.0,2.4098391979187e-06,2.408287965513164e-06,3.2349659123779975e-05
0.1,0.96,0.0,1.9294854731104e-06,1.929308853460619e-06,3.683255613141406e-06
0.1,0.97,0.0,1.4491317483022e-06,1.4488930432054263e-06,4.977995872300317e-06
0.1,0.98,0.0,9.6716390871841e-07,9.671378574531152e-07,5.432774283330618e-07
0.1,0.99,0.0,4.8358195435921e-07,4.841408929889334e-07,-1.1656199340688431e-05
0.1,1.0,0.0,2.6844191001141e-21,0.0,5.59813233169628e-17
