time,B_anisotropy,B_par,B_per,J,Jbar,drained_c11,drained_c12,energy,ln_a,ln_h,mass,sigma11,sigma22,solid_fraction
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.011523076131044,0.93174758772584,0.94327066385689,1.005,1.0010338572117,25.16669332287,-12.568411320437,0.0022231025463077,0.0039661427882793,-0.0011060911587186,0.10431827850945,0.29788875432328,-0.27726678640892,0.89644823033885
